id	Sample_01	Sample_02	Sample_03	Sample_04	Sample_05	Sample_06	Sample_07	Sample_08	Sample_09	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18
class	Control	Control	Control	Control	Control	Control	Control	Control	Control	Lungs	Lungs	Lungs	Lungs	Lungs	Lungs	Lungs	Lungs	Lungs
ENSG00000148700	10.2179577	10.06608919	9.797661526	9.668884984	11.01820018	11.84235034	11.76321237	11.67419227	10.34429591	9.611024797	10.2644426	9.939579214	10.01262454	8.804131021	9.736401931	10.27612441	9.319672121	10.6183855
ENSG00000148719	5.807354922	6.303780748	2		4.754887502	5.087462841		5.044394119	6.475733431	3.321928095	4.169925001		3.700439718		3.169925001		2.321928095	
ENSG00000148730	3.584962501	0	0	3.459431619	3.321928095	1.584962501	3.321928095	2.584962501	3	0	3.459431619	0	3.807354922	2.321928095	3.700439718	1	1.584962501	4.087462841
ENSG00000148734																		0
ENSG00000148737				2.321928095	4.321928095		3.584962501				1.584962501		3.459431619		3.169925001	1.584962501	1	3
ENSG00000148773	0		0						1.584962501		1		0	0	2		0	
ENSG00000148795											0					1		0
ENSG00000148803	5.169925001		2.807354922		4.857980995				2.321928095	1.584962501	2		2			3.584962501	1.584962501	1
ENSG00000148814											1				2.321928095			
ENSG00000148824								2										
ENSG00000148832	2	0	5.426264755	3.321928095	4.087462841	4.584962501	4.087462841	4.247927513	5.807354922	2.321928095	3	0	2		2.807354922	4.087462841	1.584962501	3.807354922
ENSG00000148834	11.05256805	11.0313566	11.08547246	10.71080643	12.03720374	12.46735081	12.21916852	12.19260105	12.2182605	10.357552	11.37829486	10.58308277	10.73724734	10.10590851	10.36194377	10.203348	9.743151394	10.70217269
ENSG00000148835						0					0				1.584962501	1	1	
ENSG00000148840			0														1	
ENSG00000148842	1	2.807354922			3.459431619	4.754887502	3.807354922	3.169925001	3.700439718	2.807354922	4.087462841		2	0	1		1	3.459431619
ENSG00000148843	5.426264755		3.700439718	0	1.584962501		5.672425342		3.700439718	0	4.169925001		2	1.584962501		1	1.584962501	3.459431619
ENSG00000148848						1					2				0	2.584962501		1
ENSG00000148908	13.43019117	13.57778285	13.08994696	12.87862573	13.75655632	14.11048331	13.79279029	13.64734599	14.08256489	12.30235333	12.93534924	12.80695233	13.01227534	11.81977993	12.85856386	12.51619248	11.70087316	12.72131284
ENSG00000148925	4.64385619	4.584962501	4.087462841	4.584962501		4.459431619	0	3.807354922	6.189824559	0	4.64385619	0	2.321928095		2.321928095	3.584962501	2	4.087462841
ENSG00000148926									2.321928095									
ENSG00000148943	4.906890596		3.321928095	3.169925001	3.459431619	0	3.700439718	4	3.700439718	2.321928095	4.700439718	6.392317423	4.169925001	2.584962501	3	4	2.321928095	4.087462841
ENSG00000148948				1														
ENSG00000148950	4.807354922	4.087462841		2.584962501	4	2	2.584962501	2.321928095	4.64385619	3	3.169925001		2.584962501	1			1	3.169925001
ENSG00000148985									4.754887502		2.584962501							
ENSG00000149016									0									
ENSG00000149054													0					
ENSG00000149084	7.033423002	5.857980995	7.6794801	6.918863237	5.754887502	6.714245518	5.906890596	5.832890014	6.169925001	5.129283017	7.118941073	6.189824559	6.584962501	4.857980995	6.894817763	5.554588852	5.044394119	5.459431619
ENSG00000149089	4.321928095	2.321928095	3.169925001	4.754887502	2	6.189824559	5.614709844	5.087462841	6.87036472	4.64385619	4.087462841		3.321928095	3.700439718	3.700439718	3.321928095	4	4.459431619
ENSG00000149091	4.807354922	3.807354922	5.321928095	0	5.491853096	3.807354922	5.392317423	3.807354922	4.754887502	5.754887502	6.409390936		5.781359714	6.129283017	4.95419631	4.857980995	4.64385619	6.584962501
ENSG00000149100	7.491853096	7.383704292	6.700439718	7.276124405	9.055282436	7.971543554	8.303780748	6.988684687	9.330916878	3.584962501	6.044394119	7.339850003	7.011227255		4.754887502	6.044394119	4	5.857980995
ENSG00000149124		4.523561956				4.459431619	3.906890596	4.584962501					2.321928095				0	
ENSG00000149131	8.285402219	8.049848549	6.988684687	7.033423002	5.392317423	5.672425342	6.044394119		5.672425342	4.169925001	5.209453366	6.06608919	7.375039431	5.64385619	4	5.285402219	3.906890596	6.22881869
ENSG00000149136	0		2.321928095				3.459431619		5.129283017	0	2.807354922				2.321928095		1	
ENSG00000149150	0		0		6.209453366		4.95419631		5.044394119		1.584962501						0	
ENSG00000149177	6.339850003	4.807354922	6.475733431	3.321928095	7.584962501	6.375039431	5.129283017	6.87036472	5.321928095	7.584962501	7.06608919	1.584962501	6.741466986	7.426264755	7.22881869	8.108524457	7.06608919	8.276124405
ENSG00000149179	7.577428828	6.807354922	4.857980995	6.06608919	6.209453366	8.204571144	7.845490051	8.21916852	6.357552005	5.169925001	6.87036472	6.491853096	6.044394119	4.247927513	6.357552005	6.375039431	5.523561956	6.169925001
ENSG00000149182	4.584962501		5.129283017	4.247927513	5.95419631	7.055282436	6.303780748	6.569855608	7.011227255	5.392317423	6.087462841		5	4	5.882643049	4.857980995	5.392317423	4.700439718
ENSG00000149187	2			3.584962501	3.584962501	4.247927513		1	4.459431619	2	3.584962501		1	3.169925001		2	0	0
ENSG00000149196	5.426264755	2	4.906890596	3.700439718	6.754887502	6	6.491853096	5.857980995	6.339850003	3.807354922	4.247927513	6.584962501	4.584962501	4	4.247927513	4.584962501	3.321928095	4.700439718
ENSG00000149201																0	0	
ENSG00000149212	0				3.807354922	0	2.807354922	0		0				4.321928095		3.584962501	1	2.807354922
ENSG00000149218	3.321928095	4	3.807354922	2.321928095	3.169925001	5.129283017	5.357552005	5.554588852	4.64385619	3	4.754887502	1	2.807354922	3.459431619	2.321928095	4.169925001	2.321928095	3.700439718
ENSG00000149231	4.087462841	5.392317423	6.108524457	4.95419631	5.700439718	7.22881869	6.426264755	4.754887502	7.17990909	6.266786541	6.022367813	2.584962501	6.189824559	4.523561956	5.247927513	5.209453366	5.321928095	6.392317423
ENSG00000149243		3.906890596				5.129283017	4.95419631	3	4		4.392317423	2.321928095	0	2.321928095	3.321928095	1	2.321928095	3.584962501
ENSG00000149257		3.700439718							3.459431619		2							
ENSG00000149260						2.807354922			3.169925001									
ENSG00000149262			4.392317423		2	1.584962501		4.584962501	5.087462841	2.807354922	3.807354922		3.459431619		3.169925001	4.321928095	0	2.807354922
ENSG00000149269	0	0	4.857980995	5.523561956	6.209453366	6.108524457		6.087462841	4.95419631	1	4.584962501	7.022367813	4.247927513	0	2.321928095	1	4.321928095	5
ENSG00000149273	10.6128685	10.23481743	10.6891244	10.49485558	12.23780747	11.48280796	11.67330908	10.64205169	13.70487629	8.951284715	10.19105921	10.36413466	10.00562455	7.781359714	9.087462841	9.159871337	9.350939182	9.513727596
ENSG00000149289	1	0			0					1.584962501	1.584962501		0		1	3	0	2.321928095
ENSG00000149292					2.321928095								2.584962501				0	1.584962501
ENSG00000149294					2				0		1						0	0
ENSG00000149308	1	6.321928095	6.285402219	4.754887502	7.672425342	7.651051691	7.727920455	7.22881869	5.209453366	4.95419631	5.426264755	2	6.426264755	4.459431619	5.930737338	5.672425342	4.584962501	5.781359714
ENSG00000149311	5.882643049	0	5.209453366	2	4		0	4.523561956	6.87036472	3.459431619	6.06608919		3		2.321928095	2.807354922	4.584962501	3.700439718
ENSG00000149313	3.459431619	2.321928095	0	5.700439718	6.247927513	3.700439718	5.247927513	5.672425342	6.392317423	2	4.523561956		4.169925001	3.700439718	3.584962501	3.807354922	1.584962501	4.807354922
ENSG00000149328																		0
ENSG00000149346			4.459431619		0		0		3.700439718	0	0				3.700439718			2.321928095
ENSG00000149357	11.61700823	11.52894242	11.25679839	10.74819285	11.91026796	12.5115056	12.29145852	11.8004955	11.93700593	10.41151099	11.40301202	10.82017896	10.86108691	9.224001674	10.74230944	10.37286506	9.688250309	11.04848687
ENSG00000149403	5.459431619	2.321928095	2.584962501			0	5.491853096				1.584962501				2.321928095	1		
ENSG00000149418					4.392317423		0		1									
ENSG00000149428			0		3.584962501	2			2.321928095		2.321928095		1	0		3.459431619	1	
ENSG00000149452																		0
ENSG00000149474					1.584962501		1		4		2		1				1	
ENSG00000149476	6.741466986	5.781359714	6.22881869	5.357552005	7.46760555	6.569855608	6.87036472	6.554588852	6.044394119	5.392317423	6.87036472	6.266786541	4.392317423	5.523561956	5.807354922	4.087462841	3.459431619	5.044394119
ENSG00000149480	3.906890596				0		4.700439718	2.321928095	3	0	4		0					2
ENSG00000149483			4.64385619		5.882643049		5.906890596		6.339850003	1	1.584962501			0	1.584962501			1
ENSG00000149485	5.044394119	5.832890014	4.754887502	6.22881869	6.714245518	7.321928095	5.754887502	4	5.977279923	4.523561956	6.539158811	6.554588852	4.247927513		5.321928095	1.584962501	3.807354922	3
ENSG00000149489													0					
ENSG00000149499	3.807354922	0					0		5.209453366	1.584962501	1				1		0	3
ENSG00000149503		0							0								0	0
ENSG00000149506															2			
ENSG00000149516											4.700439718		2				1.584962501	0
ENSG00000149527											0							
ENSG00000149531	5.930737338	6.930737338	5.169925001	5.044394119	1.584962501	5.247927513	2.584962501		6.321928095	3.321928095	4.857980995	1.584962501	3	3.807354922	2.584962501	4.807354922	4.523561956	4.584962501
ENSG00000149532		0			2	2.807354922	0			0	3.321928095	3.459431619	2.321928095				2.321928095	
ENSG00000149541	2	2	3			4.64385619	0	4.392317423	3.459431619	0	1.584962501		1.584962501		1	2.321928095	0	
ENSG00000149547	5.044394119					4.584962501		5.044394119	4.64385619	2.807354922	2.807354922		2		2.584962501		2	
ENSG00000149548	0		2.584962501		5.832890014		4.95419631	4.64385619		1	2.321928095				0	4.169925001	2.807354922	2.584962501
ENSG00000149554											0						0	2
ENSG00000149557	4.64385619						5.044394119				2		0			3.584962501	1	2
ENSG00000149564	11.53624722	11.66533592	11.17617315	10.72706956	11.8587581	12.51002236	12.39178061	12.23900176	12.37748169	9.899356923	11.25207404	10.99647349	10.57270023	9.016808288	10.37286506	9.741466986	9.447083226	10.20945337
ENSG00000149571				1.584962501														
ENSG00000149573							0		4.700439718								1	
ENSG00000149577					2		4.754887502		4.857980995		0			0		3.906890596	2.807354922	2.321928095
ENSG00000149582									2.321928095									
ENSG00000149591									2.321928095	0	3.459431619		2	1.584962501	3.700439718		3.169925001	3
ENSG00000149600	9.6794801	9.970105891	9.581200582	8.658211483	10.32755264	11.27437815	10.82336724	10.55650605	10.82177398	7.569855608	8.379378367	8.422064766	8.651051691	7.366322214	8.807354922	8.459431619	7.693486957	9.095397023
ENSG00000149634													0					
ENSG00000149636			5.832890014	2.321928095	3	5.977279923	4.392317423		4.584962501		2.807354922		3			2.584962501		1.584962501
ENSG00000149639																	1	
ENSG00000149654					1.584962501		2.584962501		1.584962501				1.584962501					0
ENSG00000149657		1												1				
ENSG00000149658			2.584962501		0										0			0
ENSG00000149716				3.169925001		2.807354922	2.321928095	0							2.807354922			2.807354922
ENSG00000149743	5.672425342	5.906890596	3.807354922	0	5.491853096	4.857980995	3.906890596	3.584962501	5.491853096	1.584962501	2.807354922	6.06608919	3	1	2	2	2.321928095	
ENSG00000149761	4.459431619	4.087462841	3.700439718	1	5.882643049	5.321928095	5.129283017	4.321928095	4.906890596	1.584962501	2.584962501		2.584962501		0		0	
ENSG00000149781	12.84352853	12.38451396	12.17242751	11.66977089	12.81297947	13.86428289	13.79106111	13.56343464	13.30677374	10.96072599	12.71917488	11.65239686	11.46352437	10.80896417	11.82257083	10.86186234	10.74062404	12.09407769
ENSG00000149782			0		0		0									1		
ENSG00000149792	4.807354922	5.209453366	3	3.906890596	4.459431619	5.554588852	5.426264755	3.807354922	5.700439718	2.584962501	4.247927513	2.807354922	3.807354922	1.584962501	3.169925001	1.584962501	3.321928095	
ENSG00000149798							2.584962501											0
ENSG00000149806	7.569855608	7.768184325	7.257387843	6.977279923	9.14974712	8.921840937	8.839203788	7.965784285	9.891783703	6.906890596	8.14974712	7.348728154	7.95419631	6.50779464	7.499845887	6.930737338	7.139551352	7.882643049
ENSG00000149809		1			3.584962501		1.584962501	5.087462841	1		4.392317423	2		2.321928095	2.321928095		2.321928095	
ENSG00000149823					4.321928095	2		0	3.807354922	0	1		2.807354922		1		1	2.321928095
ENSG00000149923	6.209453366	6.087462841	6.50779464	5.672425342	7.832890014	7.707359132	8.447083226	7.807354922	8.243173983	5.169925001	6.22881869	3.584962501	5.523561956	4.857980995	6.022367813	5.781359714	5.523561956	6.129283017
ENSG00000149925	13.07981809	13.33511117	13.04028972	12.44527356	13.58707428	13.98637538	13.73078853	13.53125961	13.56902487	12.27554256	13.12379809	12.7903485	12.86689253	12.03273453	12.31514956	12.8474489	11.52601011	12.44656641
ENSG00000149926														2				
ENSG00000149929	4.754887502	4.169925001	0	2		4.584962501		4.087462841	5.169925001	2	2.807354922		3.584962501	1	1.584962501		2.321928095	
ENSG00000149930				0		1.584962501	3.584962501	3.321928095		2.321928095					1		1.584962501	
ENSG00000149932	11.509775	11.20823436	11.42888355	11.2485206	11.66400276	12.10721708	11.96794671	11.55506839	11.71295682	10.30263892	10.92777796	10.91886324	10.76818432	9.475733431	10.44086917	10.27612441	9.413627929	10.1711768
ENSG00000149948										0						0		
ENSG00000149970								0	3.459431619									
ENSG00000150045	6.247927513	5.321928095	4.700439718	5.95419631	7.599912842	7.011227255	6.741466986	6.392317423	7.366322214	1.584962501	5		1.584962501		3.169925001	4.087462841	4.392317423	4.087462841
ENSG00000150054	5.64385619	1	4.906890596	6	6.303780748	5.672425342	5.554588852	6.599912842	5.700439718	5.882643049	5.64385619	1	4.247927513	3.906890596	4.95419631	4.584962501	4.459431619	4.392317423
ENSG00000150076	3.169925001	6.882643049	5.523561956	4.392317423	6.781359714	7.011227255	5.906890596	6.845490051	6.62935662	5.209453366	4.700439718	6.303780748	6.672425342	5.64385619	6.06608919	6.339850003	4	6.857980995
ENSG00000150093	10.509775	9.74819285	10.00562455	9.962896005	10.50382574	10.50382574	10.67507492	9.988684687	10.81057163	11.15671514	11.80413102	9.99859043	11.66533592	10.6329952	11.23780747	11.64385619	10.55362929	11.53964351
ENSG00000150244												1.584962501						
ENSG00000150275				3														
ENSG00000150316	6.700439718	5.614709844	3.169925001		6.64385619	6.857980995	6.523561956	6.584962501	7.577428828	3.807354922	5.392317423	8.21916852	5.554588852	3.459431619	5.087462841	4	4.247927513	4.700439718
ENSG00000150347		1	5.321928095		5.64385619		5.700439718	3.169925001	7.383704292	4.321928095	4.95419631		5.672425342	0	0	2.584962501	4.584962501	4.169925001
ENSG00000150401						1	0		0									
ENSG00000150403	4.321928095		4.169925001	1.584962501	4.459431619	3.169925001	3.700439718	4.700439718	5.554588852	3.584962501	4.95419631	5.857980995	4.906890596	2.807354922	3.459431619		2.807354922	4.700439718
ENSG00000150433		2.584962501	2.321928095		3		3	1	4.087462841		3.459431619		3				0	2
ENSG00000150455		2	1.584962501	4.169925001	4.459431619	5.727920455	1.584962501		1.584962501	0	3.321928095		3.321928095	0	2.807354922		0	2
ENSG00000150456	1.584962501	3.321928095			2.807354922	1.584962501	2.584962501	2.584962501	2.807354922	0	1		1.584962501			1	1.584962501	3.459431619
ENSG00000150457										0			2	0		0	0	2.321928095
ENSG00000150459	7.50779464	6.95419631	6.930737338	7.076815597	8.294620749	8.836050355	8.276124405	8.379378367	8.348728154	6.906890596	7.960001932	7.475733431	7.6794801	5.584962501	7.483815777	6.882643049	5.672425342	7.459431619
ENSG00000150477					4.64385619	1	3.321928095						1		3.169925001		1	
ENSG00000150527											0							
ENSG00000150540	5.491853096	2.807354922	3		5.209453366	5.129283017		4.169925001	4	3.584962501	2.584962501		1			0	0	1
ENSG00000150593	7.794415866	6.022367813	7.321928095	6.209453366	8.357552005	6.87036472	7.977279923	7.426264755	8.50779464	7.108524457	6.686500527	7.417852515	7.417852515	2.807354922	5.727920455	4.64385619	5.285402219	6.266786541
ENSG00000150594						0	0			0			1.584962501	0	0			0
ENSG00000150627															0		1.584962501	
ENSG00000150630					5.426264755	2		1	5.129283017	2.321928095	3.807354922		3	1	2	3.700439718	0	2.807354922
ENSG00000150636										0							0	
ENSG00000150637	9.276124405	7.707359132	8.21916852	7.531381461	7.894817763	9.209453366	9.142107057	9.124121312	8.447083226	8.588714636	8.951284715	8.159871337	8.927777962	7.754887502	8.317412614	7.672425342	7.714245518	8.915879379
ENSG00000150667											2							
ENSG00000150672		2.321928095											0	2.584962501	1.584962501	1.584962501		
ENSG00000150676																		1
ENSG00000150681	13.56949964	13.31118066	13.40580627	12.93663794	14.00904129	13.82863237	13.75947212	13.55973557	13.7261117	12.93239932	13.03926179	12.62570884	13.2701493	12.48205163	13.25281324	13.31444163	12.85330956	13.78820853
ENSG00000150687					2.321928095			1.584962501	2									
ENSG00000150712	6.459431619	6.285402219	5.614709844	2.321928095	6.554588852	7.73470962	6.918863237	6.475733431	6.266786541	7.238404739	6.392317423	7.781359714	6.95419631	6.894817763	6.672425342	7	6.64385619	7.982993575
ENSG00000150722																2.807354922	2	
ENSG00000150753	6.658211483	6.614709844	6.022367813	5.95419631	8.330916878	7.022367813	6.599912842	6.022367813	8.154818109	4.857980995	5.459431619	7.714245518	5.857980995	2	5.491853096	4.321928095	5.087462841	4.321928095
ENSG00000150756	1	1			2.321928095	1		2.807354922	3.459431619		2		1		2.321928095	2.807354922	2	0
ENSG00000150760	4.247927513	0	4.754887502	2.584962501						2.584962501	3.584962501		1.584962501	3.906890596	4.857980995	2.584962501	2.807354922	2.807354922
ENSG00000150764						0				0								
ENSG00000150768							0	4.700439718	5.554588852	1	1		0		2.321928095		0	3.906890596
ENSG00000150773														0				
ENSG00000150776		0				2.807354922	4.169925001	4.169925001	4	0	3.169925001		1.584962501	1	2		1	1
ENSG00000150779	5.64385619	5.857980995	5.523561956	4.857980995	6.189824559	6.539158811	6.459431619	5.523561956	5.169925001	4.321928095	4.584962501		4.95419631	1	5.247927513	4	2.807354922	4.321928095
ENSG00000150782	2.807354922			4.754887502		1				1.584962501			2.584962501		2.321928095		0	
ENSG00000150787	4.169925001	4.459431619	5.209453366	4.700439718	4.169925001	4.459431619	4.584962501	4.857980995	4.906890596	0	3		3.321928095	2	3.169925001	1.584962501		2.321928095
ENSG00000150867	9.442943496	9.164906927	9.531381461	9.262094845	9.342074668	9.614709844	9.442943496	9.776433032	9.144658243	8.689997971	8.927777962	10.23242093	8.592457037	8.636624621	8.82336724	8.686500527	7.982993575	9.294620749
ENSG00000150907				1.584962501	3.321928095	4.247927513			3.700439718	1	2.807354922		3.169925001	1.584962501	0	0	2	2.807354922
ENSG00000150961				0	4.169925001		1	5.044394119	2	2.584962501	4.321928095		3.169925001		2.321928095	2.584962501	0	4.523561956
ENSG00000150967			3.807354922	2			0	2.321928095	2.807354922	2	1		3.321928095		1.584962501	0	1.584962501	2
ENSG00000150977	5.554588852	6	6.539158811	5.247927513	6.087462841	7.845490051	7.64385619	7.906890596	7.73470962	4.169925001	5.169925001	4.584962501	3.584962501	4.321928095	4.64385619	3.700439718	4.64385619	4.807354922
ENSG00000150990					2.584962501								2					
ENSG00000150991	8.413627929	8.339850003	8.071462363	7.523561956	8.438791853	9.656424863	9.400879436	9.164906927	9.695228291	7.686500527	8.447083226	7.714245518	8.033423002	7.515699838	7.851749041	8.527477006	7.584962501	8
ENSG00000150995	3.807354922	3.807354922	6.247927513		4.807354922	4	5.044394119	6.882643049	5.906890596	5.614709844	6.189824559		5.95419631	6.06608919	5.807354922	6.044394119	6.14974712	5.930737338
ENSG00000151012						3.584962501							3.459431619		0	0	0	
ENSG00000151023	11.62342429	11.35424938	11.44966454	10.8917837	11.85174904	11.45429929	10.86805085	10.71681946	12.13474717	9.276124405	9.899356923	10.73809226	11.08746284	8.618385502	10.29691621	9.753216749	8.797661526	9.908392621
ENSG00000151033																0		
ENSG00000151062									2.321928095		0		0					
ENSG00000151065	4.584962501				6.108524457		5.491853096	3.169925001	5.209453366		1.584962501				0		2	1.584962501
ENSG00000151067																		0
ENSG00000151090	7.139551352	7.434628228	7.50779464	7.276124405	7.977279923	7.813781191	7.209453366	7.554588852	7.392317423	5.044394119	6.64385619	6.845490051	6.22881869	5.044394119	5.426264755	6.741466986	4.857980995	5.977279923
ENSG00000151092	0		1	2	6.442943496		5.614709844	6.044394119	7.882643049	2	3	7.409390936	4.459431619	1.584962501	3		4.169925001	4.754887502
ENSG00000151093									3.807354922	0								
ENSG00000151116	5.459431619	4.321928095	2.321928095			3.169925001	4.523561956		4.247927513	2	3.169925001		2.807354922	2.584962501	2.807354922	3.906890596		2.321928095
ENSG00000151117			1.584962501		1				2		0							
ENSG00000151131		3.584962501				3.700439718	4.169925001		4.857980995	0	1		1.584962501	2			0	
ENSG00000151135	2.321928095		1			0	4.392317423	3.321928095	1	0	3.169925001		1.584962501		1	1	1	3.169925001
ENSG00000151136						3.807354922	3.906890596	4	3		2.807354922	4.087462841	3.906890596	2	3.459431619	3		4.459431619
ENSG00000151148	5.247927513	5.523561956	5.64385619	7.022367813	6.807354922	7.209453366	5.169925001	4.95419631	6.658211483	6.64385619	7.686500527	5.129283017	6.845490051	6.539158811	6.64385619	6.807354922	6.108524457	7.658211483
ENSG00000151150					5.523561956	0	1	5.554588852	4.584962501	1	3.700439718		5.807354922	4.169925001	1		2.584962501	6.741466986
ENSG00000151151						0												
ENSG00000151164	3.321928095		3.169925001			3.459431619		4.906890596		1			1		1			
ENSG00000151176									1.584962501									
ENSG00000151208											1.584962501							
ENSG00000151229										0	2.321928095		0	0	2.321928095	2		1.584962501
ENSG00000151233											1			0				
ENSG00000151239	2.584962501				2		2	0	0	2.321928095			2.584962501				0	
ENSG00000151240																		0
ENSG00000151247	8.471675214	7.721099189	7.451211112	7.491853096	8.027905997	7.988684687	7.539158811	7.807354922	8.599912842	7.562242424	8.092757141	7.475733431	7.636624621	5.930737338	6.95419631	6.845490051	6.906890596	7.906890596
ENSG00000151276												0						
ENSG00000151287		5.357552005				2.584962501		4.64385619	6.22881869	2.584962501	2.321928095		1.584962501		1	2.584962501		
ENSG00000151292	4.906890596	5.459431619		1	5.857980995	5.491853096	4	2.584962501	2.321928095	5.044394119	4.64385619	4.584962501	4.807354922	5.906890596	4.584962501	6.62935662	4.087462841	5.930737338
ENSG00000151304				4.906890596	5.169925001	3.807354922	3.906890596		5.781359714	2.807354922	3.584962501		2	3.169925001	2		1.584962501	5
ENSG00000151327	7.483815777	7.754887502	8.366322214	7.820178962	7.475733431	8.430452552	7.607330314	8.076815597	8.647458426	6.62935662	7.523561956	6.357552005	7.554588852	6.569855608	6.599912842	7.238404739	6.087462841	7.199672345
ENSG00000151332		4.169925001	5.087462841			5.357552005	3.700439718	5.321928095	6.044394119	1	2.584962501		3		1		2.321928095	
ENSG00000151338																1	0	2.321928095
ENSG00000151348	0		3.584962501	2.321928095	4.459431619	3			4.754887502	1	4.321928095		2.807354922	4.459431619			2.807354922	
ENSG00000151353		4.807354922		3.321928095	4.087462841	4.459431619	5.584962501	4.857980995	6.06608919	2.584962501	3.807354922		4.169925001	2.321928095	2.807354922		1	3.584962501
ENSG00000151366							0						0					
ENSG00000151413					3.807354922		1		4.64385619		0		1.584962501		2.807354922		1.584962501	1.584962501
ENSG00000151414	2.321928095	1		2.584962501	0	0	2.807354922	1.584962501	3.700439718	4.584962501	3.906890596		3.906890596		3.584962501	5.044394119	1	5.044394119
ENSG00000151422	6.303780748	5.426264755	6.62935662	5.087462841	6.727920455	7.276124405	6.942514505	5.554588852	6.22881869	5.285402219	4.459431619		5.781359714	5.584962501	5.426264755	6.599912842	5.129283017	5.781359714
ENSG00000151445			5	3.459431619	0	4.321928095	6.845490051		4.169925001	2.807354922	2.584962501		2.321928095	3.584962501	4	4.906890596	2.807354922	2.807354922
ENSG00000151458											0						0	1
ENSG00000151461	6.491853096	3	2	3.807354922	6.044394119	7.21916852	6	5.129283017	3.906890596	6.189824559	6	4.087462841	6.06608919	6.523561956	6.339850003	6.266786541	4.857980995	6.569855608
ENSG00000151465	6.882643049	5.209453366	6.375039431	5.584962501	7.781359714	7.011227255	4.95419631		7.74819285	1.584962501	4.64385619		5.700439718	1.584962501	2.807354922	3.584962501	4.523561956	4.087462841
ENSG00000151466	9.874981348	9.640244936	10.04028972	8.87036472	10.06339508	9.116343961	9.59058705	9.063395081	9.346513733	8.45532722	8.022367813	9.278449458	8.396604781	8.471675214	8.577428828	10.01680829	7.672425342	9.691743519
ENSG00000151468	4.169925001		1	2		1	1								0	2.321928095		0
ENSG00000151470	5.426264755	2.807354922	6.584962501	5.209453366		4.247927513	3.459431619	5.832890014	5.554588852	0	3.700439718		4.087462841		4.523561956		3.459431619	3.459431619
ENSG00000151490									2.321928095		1	5.614709844	2.807354922					
ENSG00000151491	0				6.22881869	4.95419631	0			0	3.169925001		1.584962501					0
ENSG00000151498	6.22881869	1	5.584962501	4.523561956	0	6.569855608	6.977279923	5.672425342	7.294620749	2.807354922	5.491853096		4.247927513	4.392317423	3.807354922	6.044394119	4.523561956	4.523561956
ENSG00000151500	5.321928095	4.392317423		5.700439718	7.912889336	7.46760555	5.95419631	3.321928095	8.527477006	3.700439718	3.169925001	6.409390936	5.209453366	3.321928095	5.087462841	4.247927513	3.700439718	3.169925001
ENSG00000151502	4.523561956	3.169925001	3.459431619	0	4.906890596	2.321928095	3.321928095		0	2.584962501	2.584962501		1.584962501	2.584962501	2	4	3.321928095	4.523561956
ENSG00000151503		5.285402219	0	3.459431619		3.169925001	3.169925001	3.584962501	3.906890596	2	3.169925001		3				3.169925001	3.321928095
ENSG00000151532	3.807354922			4.754887502	0				3.906890596		1.584962501	2	3.169925001		0		1.584962501	3
ENSG00000151552	3.906890596				5.247927513	3.700439718	1.584962501		5	2			1.584962501		0			0
ENSG00000151553		0				1		0			4.169925001	1	2.584962501	3.321928095	3.321928095	4.392317423	3.169925001	5
ENSG00000151575	7.539158811	7.098032083	7.8008999	7.442943496	7.294620749	5.754887502	6.584962501	4.64385619	6.459431619	6.569855608	7.247927513	8.14974712	7.238404739	5.169925001	7.707359132	5.95419631	3.459431619	7.787902559
ENSG00000151576									4.087462841	2.807354922	2		0					2
ENSG00000151611		0								2.321928095			0					
ENSG00000151612		1.584962501					1.584962501			1	1.584962501			3.807354922	2.321928095	3.321928095	1	3.459431619
ENSG00000151623								0	0						2			0
ENSG00000151651					4.584962501	4.169925001			5.614709844		2.807354922		1		0			1.584962501
ENSG00000151657	2.321928095	5	0		5.700439718	6.22881869	4.95419631		5.754887502	1	3.807354922		5	3.807354922	4.087462841		3.906890596	4.247927513
ENSG00000151665	5.700439718	3.700439718	5.554588852	4.392317423	6.14974712	4.64385619	6.50779464	5.491853096	5.321928095	5.392317423	4.169925001	6.022367813	5.129283017	2.321928095	4.807354922	5.357552005	3.807354922	5.459431619
ENSG00000151687	1					0	2.321928095	5.672425342	5.64385619	3	1.584962501		2	4.459431619	3.459431619		2.584962501	1.584962501
ENSG00000151689					5.209453366		3.584962501		3.584962501	0			0		0		1	
ENSG00000151690		1.584962501	4.584962501	2.584962501	3.700439718	2.807354922	0	3.169925001	3.906890596	4.321928095	4.169925001		3.321928095	2.807354922	4	4.459431619	2.584962501	5.209453366
ENSG00000151692						1												0
ENSG00000151693	7.266786541	5.64385619	6.409390936	5.129283017	5.491853096	6.857980995	6.614709844	6.189824559	5.727920455	7.118941073	6.988684687	7.17990909	7.321928095	6.64385619	6.614709844	7.918863237	6.672425342	7.781359714
ENSG00000151694	0	3.169925001		2	2.807354922	0	4.906890596		0		2.321928095		4.523561956		3.584962501	3.321928095		
ENSG00000151702	7.569855608	5.727920455	6.523561956	6.930737338	6.977279923	7.011227255	7.276124405	7.592457037	8.294620749	6.266786541	7.033423002	4.807354922	6.832890014	5.906890596	6.977279923	6.442943496	6.14974712	7.257387843
ENSG00000151718										1								
