id	Sample_01	Sample_02	Sample_03	Sample_04	Sample_05	Sample_06	Sample_07	Sample_08	Sample_09	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18
class	Control	Control	Control	Control	Control	Control	Control	Control	Control	Lungs	Lungs	Lungs	Lungs	Lungs	Lungs	Lungs	Lungs	Lungs
ENSG00000000003						0	1.584962501			1								1
ENSG00000000419		6.22881869		4.087462841	7.118941073		6.64385619	6.554588852	7.569855608	4.584962501	4.700439718	7.285402219	4.321928095	1.584962501	4.087462841		4.584962501	3.807354922
ENSG00000000457	4.087462841	4.523561956				5.700439718	4.087462841		3.584962501		2.584962501		2.584962501		1.584962501		1.584962501	3.459431619
ENSG00000000460	2	2.584962501	2	3.321928095	0	4.64385619	4.392317423		4.754887502	2.584962501	2.807354922		4.087462841		4.459431619	3.459431619	3.906890596	4.392317423
ENSG00000000938	7.614709844	5	5.169925001	6.554588852	8.317412614	6.942514505	7.044394119	6.169925001	8.396604781	3.321928095	5.614709844		5.459431619	0	3	4.95419631	5.044394119	5.129283017
ENSG00000000971					5.807354922													
ENSG00000001036	6.768184325	6.768184325	6.768184325	6.087462841	6.686500527	7.209453366	6.95419631	6.087462841	6.977279923	4.321928095	4.95419631	5.727920455	4.807354922	4.584962501	5.727920455	4.169925001	3.459431619	5.087462841
ENSG00000001084									0	1							2	
ENSG00000001167					0	4.857980995			2.807354922	2.807354922	1.584962501		2.584962501				0	1.584962501
ENSG00000001460				4.700439718		5.087462841	0		0	0	2.321928095		2.584962501			2.321928095		
ENSG00000001461	5.554588852	2.807354922	5.882643049	4.95419631	5.285402219	5.554588852	6.044394119	6.044394119	6.022367813	4.584962501	6.189824559		6.022367813	2.321928095	4.392317423	4.247927513	5.614709844	5.426264755
ENSG00000001497		0		2.807354922		4.392317423	3.459431619	4.64385619	6.539158811		1.584962501	5.584962501	3.321928095	3.169925001				3.321928095
ENSG00000001561					3.459431619				3		2		1.584962501	0	0	3.169925001		
ENSG00000001629	3.906890596			4.857980995	5.285402219	2.584962501	4.247927513	5.209453366	4.523561956	4.807354922	3.700439718	4.321928095	4.321928095	4.087462841	4.700439718	5.169925001	3.700439718	5.977279923
ENSG00000001631	5	4.64385619	5.357552005	2.807354922		6.266786541	6.303780748		5.882643049	4.523561956	3.459431619		4.247927513	4.584962501	5.285402219	5.426264755	3.459431619	5.392317423
ENSG00000002016					3		1.584962501		2.584962501		0							0
ENSG00000002330	5.64385619	4.523561956	5.169925001	3.321928095	4.523561956	6.539158811	6.459431619	5.727920455	5.672425342	2.321928095	4	4.247927513	4.392317423	2.321928095	4.459431619	3.700439718	1	3.906890596
ENSG00000002549		6.189824559	4.392317423	6.906890596	6.672425342	7.14974712	6.894817763	0	7.569855608	6	6.087462841		5.459431619	1	5.523561956	3.807354922	4.807354922	6
ENSG00000002586	13.46722343	12.77458118	13.12250448	12.59618976	13.10574485	13.01541505	12.60848586	12.40540742	13.75759836	12.0891194	12.39553414	11.92851838	12.24495839	10.94251451	12.12250448	11.17804233	11.3140167	11.93221475
ENSG00000002587					2.321928095													
ENSG00000002822	3.906890596	5.614709844	5.285402219		5.584962501	2.807354922	6.554588852		6.475733431	0	3.321928095		2				1.584962501	3.459431619
ENSG00000002834	1.584962501	2.807354922		4.087462841	3.459431619	4.459431619	4.169925001	4	4	4.523561956	4.857980995		3.700439718	0	3.700439718	3.807354922	3.700439718	4.321928095
ENSG00000002919			2		5.392317423		5.754887502	4.64385619	2	3.169925001	3.169925001	5.906890596	2.807354922	3.700439718	2.584962501		2	2.321928095
ENSG00000002933				0	5.285402219				5.807354922				0				1	
ENSG00000003056	6.686500527	3.700439718	6.247927513	5.727920455	7.14974712	7.912889336	6.942514505	6.794415866	8.262094845	5.700439718	7.312882955		6.95419631	5.209453366	6.820178962	5.807354922	5.672425342	6.599912842
ENSG00000003096		2.584962501							0		2.321928095		1.584962501		1.584962501		1.584962501	
ENSG00000003147					2.584962501		0	1.584962501	0	3	3.169925001		1.584962501	1	1	4.087462841	0	4.321928095
ENSG00000003249			0		0		2		0									
ENSG00000003393									0	2.584962501	2		3.321928095			0	2	
ENSG00000003400					3.906890596	0	2.321928095	1.584962501	0	1.584962501	1		1		0			0
ENSG00000003402	6.807354922	6.22881869	5.614709844	6.022367813	7.055282436	7.321928095	7.159871337	6.321928095	7.531381461	7.257387843	7.73470962	1.584962501	7.54689446	6.392317423	7.383704292	6.247927513	6.475733431	7.098032083
ENSG00000003436	9.434628228	9.296916207	9.535275377	8.636624621	10.25148241	10.39874369	9.985841937	10.08878824	9.348728154	8.930737338	9.364134655	8.751544059	9.887220615	8.257387843	9.157346935	9.400879436	8.854868383	9.586839788
ENSG00000003509									5.285402219	2			0				1.584962501	
ENSG00000003756	3.321928095		4	3.906890596	7.562242424	0	1.584962501	4.247927513	6.584962501	3.807354922	4.087462841		5.64385619	2.807354922	3.321928095	4.247927513	4.64385619	3
ENSG00000004059	9.016808288	9.273795599	8.891783703	8.764871591	9.189824559	9.856425529	10.027906	9.837627933	9.906890596	6.569855608	8.603626345	7.54689446	7.761551232	6.62935662	8	7.022367813	6.321928095	7.754887502
ENSG00000004139							0			0				1				
ENSG00000004142		5.754887502				5.321928095	6.22881869	5.321928095	6.375039431	1	1	7.06608919	1.584962501		3	0	0	
ENSG00000004399											1.584962501					1		
ENSG00000004455	4	5.285402219	6.022367813	3.321928095	6.569855608	5.392317423	4.857980995	6.266786541	6.50779464	4.392317423	2.807354922		3.584962501		2	4.169925001	3.321928095	3.807354922
ENSG00000004468		4.95419631				5.247927513			0	2	2.807354922						2	2.807354922
ENSG00000004478	4.087462841		2					4.087462841	5.523561956		1.584962501							
ENSG00000004487		3.169925001	0	0	1	4.754887502	1	0	4.321928095	2.584962501	2		3.906890596	4.807354922	0	3.700439718	3	4.64385619
ENSG00000004534					6.50779464	2.584962501	5.64385619	4	5.614709844	5.554588852	6.285402219	6.894817763	4.700439718	4.754887502	4.392317423	4.906890596	4.459431619	5.64385619
ENSG00000004660						0					2.321928095				0	2.584962501	0	
ENSG00000004700	6.266786541	5.906890596	4.392317423	5.247927513	4.95419631	6.169925001	6.266786541	5.977279923	7.06608919	4.392317423	6		5.906890596		5.614709844	4.584962501	5	5.95419631
ENSG00000004766					3.584962501	4	4.392317423	4.523561956	5.285402219		0		0	3.906890596	0	0	2.584962501	2.321928095
ENSG00000004776										0	0	1			0			0
ENSG00000004779	5.754887502	5.129283017	5.247927513	5.554588852	8.011227255	6.918863237	6.672425342	5.930737338	6.62935662	2.321928095	4.523561956	5.672425342	4.087462841	2.807354922	2.584962501	4.64385619	4	4.169925001
ENSG00000004799					5.129283017					1.584962501	1.584962501	4.321928095						2
ENSG00000004809											0							
ENSG00000004846		2.584962501																
ENSG00000004848													0					
ENSG00000004864			0		2.321928095				3.906890596		2.321928095		2		2		2	1
ENSG00000004866	8.873444113	8.038918989	8.527477006	6.87036472	7.614709844	8.290018847	7.592457037	6.339850003	8.375039431	7.375039431	7.50779464	5.247927513	7.14974712	7.129283017	6.882643049	8.108524457	7.055282436	7.636624621
ENSG00000004897	8.535275377	7.46760555	8.076815597	8.113742166	8.038918989	7.330916878	7.62935662	8.285402219	7.971543554	7.22881869	7.988684687	6.06608919	7	7.409390936	7.303780748	7.366322214	6.820178962	8.164906927
ENSG00000004939					2.807354922				0		5.392317423		4.169925001					
ENSG00000004961	3.321928095		3.321928095	3.906890596	2.321928095	5.727920455	2.807354922	3.459431619	5.554588852		3		3.584962501		3.169925001		2	2.321928095
ENSG00000004975								0	0		3				1			
ENSG00000005001								1										
ENSG00000005007	0	4.700439718		0	1	0	1.584962501	0			2.321928095		1.584962501	3			1.584962501	2.321928095
ENSG00000005020	12.08613623	11.54496443	11.45738088	10.99223026	11.83051521	12.18858885	11.8761332	11.52503135	11.95237725	10.69696753	11.11699368	11.61332905	10.93221475	10.02236781	10.78953364	11.08347933	9.924812504	11.35314683
ENSG00000005022	6.988684687	6.426264755	6.781359714	6.06608919	7.693486957	7.426264755	7.238404739	7.076815597	8.672425342	5.523561956	6.044394119	6.459431619	6.714245518	4.95419631	5.209453366	5.554588852	5.321928095	6.491853096
ENSG00000005059		2.807354922	3.700439718		4.247927513	6.599912842	3	5.584962501	6.781359714	3		4.523561956	3.169925001				3.169925001	0
ENSG00000005075	4	4.459431619	3.700439718	4.087462841	6.820178962	5.930737338	4.906890596	4.906890596	6.087462841	4.700439718	5		5.087462841	4.169925001	4.95419631	3.807354922	3.459431619	4.857980995
ENSG00000005100											1		2.321928095	3.321928095			0	0
ENSG00000005102								0							0			0
ENSG00000005156						3.459431619	4.584962501	2.807354922	2.321928095		3		2.584962501					
ENSG00000005175	7.807354922	7.807354922	7.607330314	5.882643049	7.794415866	7.636624621	6.820178962	7.491853096	6.266786541	5.672425342	6.523561956	8.103287808	6.658211483	5.459431619	6.62935662	7.055282436	6.672425342	7.321928095
ENSG00000005187	6.06608919				6.554588852	4.392317423				4.906890596	4.857980995	5.754887502	6.700439718		4.700439718	4.906890596	3.321928095	0
ENSG00000005189	6.022367813		5.357552005		4.247927513	7.17990909	4.459431619	5.426264755	5.044394119	2	3.700439718		4.392317423		0	3.906890596	3.584962501	1
ENSG00000005194	5.523561956	3.321928095	6.95419631	2.321928095	6.247927513	6.169925001	6.906890596	6.942514505	6.918863237	5	4.459431619	7	5.247927513		4.392317423	3.459431619	3.700439718	3
ENSG00000005206					2		0			2	3.169925001				0		0	2.807354922
ENSG00000005238	3.459431619	1.584962501	5		6.247927513	6.409390936	5.906890596	6.459431619	5.087462841	3.906890596	5.209453366	0	4.700439718	3.807354922	4.807354922	5.285402219	3.700439718	3.906890596
ENSG00000005243							5.321928095								0		1.584962501	
ENSG00000005249	9.903881846	9.35974956	9.379378367	9.262094845	9.451211112	10.18115226	10.12023788	9.453270634	9.942514505	10.30378075	10.12412131	8.357552005	9.584962501	10.66533592	9.861086906	10.67683861	9.392317423	10.87728413
ENSG00000005302	5.781359714	0		4.459431619	5.426264755	4.459431619	5.129283017	4.087462841	6.266786541	3.459431619	3.584962501		4.754887502	4	4.700439718	3	4.392317423	4.857980995
ENSG00000005339		0	0	0	3.807354922	1.584962501	2.321928095	4.459431619	0	3.807354922	4.754887502		4.459431619	4.64385619	5	3.584962501	4.523561956	5.832890014
ENSG00000005379	3.700439718				0												0	
ENSG00000005381					3.169925001				2		1							
ENSG00000005421																	0	
ENSG00000005436				5.321928095				3.700439718								2.807354922		0
ENSG00000005448							1		5.64385619				0				0	
ENSG00000005469	2		5.285402219			4.087462841			3.807354922				2	2.321928095	0		0	3.584962501
ENSG00000005471										0								0
ENSG00000005483	9.394462695	8.636624621	9.417852515	8.686500527	10.17492568	9.586839788	9.453270634	9.025139562	10.33985	7.672425342	7.74819285	8.098032083	8.459431619	7.599912842	8.038918989	8.071462363	7.700439718	8.832890014
ENSG00000005486	5.672425342	6.614709844	4.087462841	5.781359714	5.672425342	6.426264755	6.14974712	6.209453366	7.348728154	2.584962501	4.95419631	1.584962501	3.807354922	3.169925001	5.087462841	3.459431619	2.807354922	3.906890596
ENSG00000005700	4.64385619		2.321928095			5.584962501			5.832890014	4.321928095	1.584962501		4.64385619	3.584962501	2	3.906890596	3.700439718	5.64385619
ENSG00000005801	2.321928095		3.807354922		4.584962501	4.169925001	4.807354922	2.321928095	3.459431619							0	1	
ENSG00000005810	7.139551352	6.857980995	6.672425342	7.159871337	8.233619677	8.005624549	7.276124405	6.108524457	7.199672345	6.942514505	6.845490051		7.189824559	6.882643049	7.139551352	7.499845887	6.882643049	7.139551352
ENSG00000005812	0	0		3.584962501	2		1		2	2	2		1.584962501		1			3.807354922
ENSG00000005844			0		4.321928095	5.129283017	5	4.321928095	2.807354922	0	4.584962501		1	0		4.087462841	5.044394119	3.807354922
ENSG00000005882	6	6.64385619	4	4.857980995	7.199672345	7.686500527	7.46760555	7.672425342	6.584962501	5.285402219	6.930737338	7.139551352	5.584962501	4.523561956	5.906890596	4.906890596	4.754887502	5.491853096
ENSG00000005884										0								1
ENSG00000005889					6.339850003	5.459431619		2.807354922	4.169925001	2	1		3.459431619		1.584962501	3.459431619	3.169925001	1
ENSG00000005893	8.77478706	8.233619677	6.22881869	7.930737338	9.01402047	8.73809226	7.864186145	8.159871337	7.936637939	7.033423002	6.977279923	8.194756854	7.754887502	6.727920455	7.303780748	6.882643049	5.857980995	7.434628228
ENSG00000005955	5.426264755	4.392317423	5.169925001		5.882643049	6.303780748	4.523561956	6.807354922	7.948367232	4.169925001	4.64385619		4.95419631	1.584962501	3.169925001	4.169925001	4.392317423	5.584962501
ENSG00000005961	13.25133446	12.59851781	12.68562484	12.04746477	13.10754403	13.60559526	13.57009287	13.11845447	13.42403503	12.7934001	14.36912019	13.19213867	12.88130519	12.53746109	12.86186234	12.88703017	12.00246344	12.9794252
ENSG00000006007	8.721099189	7.515699838	7.781359714	7.330916878	7.942514505	8.820178962	7.912889336	7.965784285	7.882643049	5.357552005	7.46760555	7.118941073	6.044394119	5.285402219	6.741466986	6.392317423	5.459431619	6.700439718
ENSG00000006015	3.807354922	3.584962501	2.807354922	2.584962501	4.459431619	5.930737338	6	5.285402219	5.584962501	2.807354922	4		2.584962501	1	3.321928095	2.321928095	1.584962501	3.584962501
ENSG00000006025														1				
ENSG00000006042							0											0
ENSG00000006062						1.584962501	3.321928095		1		1.584962501						0	0
ENSG00000006074		0				1.584962501					1				0		0	0
ENSG00000006075	2		0		2.584962501	0	4.169925001		2.584962501	1	2.321928095		1				2	2
ENSG00000006114		0		2.321928095	5.807354922	3.700439718	5.906890596		4.523561956	3.169925001	3.459431619		2.584962501	2.321928095	4	4.584962501	3.459431619	3.906890596
ENSG00000006125	6.918863237	6.714245518	5.129283017	6.820178962	6.727920455	7.754887502	6.727920455	6.266786541	7.392317423	7.918863237	8.599912842	6.523561956	7.845490051	7.658211483	8.174925683	8.370687407	7.483815777	8.479780264
ENSG00000006194	0								1.584962501				0					
ENSG00000006282					4.459431619		5.209453366		5.459431619						2.584962501			
ENSG00000006283																		1.584962501
ENSG00000006327										0							0	
ENSG00000006451		3.321928095			5	6.426264755	6.727920455	6.584962501	5.129283017	2.807354922	4.247927513	6.022367813	4	2	3.169925001		1	3.584962501
ENSG00000006459	0		5.554588852		6.554588852	6.169925001		6.044394119	3.169925001	4.392317423	4.95419631		6.129283017	4.857980995	5.169925001	5.977279923	4.392317423	6.357552005
ENSG00000006468																		2.321928095
ENSG00000006530					2		2.584962501		4.64385619		0		3			0	2.584962501	
ENSG00000006534	4				1.584962501	0		4.087462841	4.321928095	1	0		0					
ENSG00000006576	6.62935662	6.930737338	5.392317423	2.584962501	6.614709844	7.312882955	7.330916878	7.276124405	6.339850003	6.754887502	7.366322214		7.257387843	6.392317423	6	3.906890596	6.06608919	7.055282436
ENSG00000006607	2		3.321928095						2.807354922		0		1					0
ENSG00000006625	4.700439718	2.584962501	4.087462841	4.95419631		2	4.247927513	3.459431619	5.426264755	2.321928095	2.584962501		3		3.169925001		1.584962501	3
ENSG00000006634		2.807354922			4.807354922	6.554588852	1	5.832890014	4.857980995	2	2.584962501		3.700439718	1		2	2	4.087462841
ENSG00000006638	1.584962501	1	1	3.700439718	2.584962501	4.169925001	4.754887502	3.321928095	3.584962501	0	4	3.321928095	4.247927513	3.584962501	3.906890596	3.584962501	3	3.807354922
ENSG00000006652	10.33427329	9.556506055	9.794415866	9.13442632	10.05256805	10.5372184	10.5137276	10.68999797	9.743151394	9.11113567	9.631177056	9.113742166	9.698704667	7.539158811	8.982993575	8.797661526	8.854868383	9.515699838
ENSG00000006659											0							
ENSG00000006695					3.169925001	2	0	2.321928095	2.321928095		2.584962501		1.584962501		0		1.584962501	
ENSG00000006704																	0	
ENSG00000006712	4.906890596	5.209453366	0	4.906890596	5.781359714	5.426264755	5.426264755	5.700439718	6.409390936	4.807354922	4.754887502		4.523561956	4.321928095	3	3.906890596	4.087462841	4.64385619
ENSG00000006715	8.13442632	7.651051691	7.74819285	6.087462841	7.948367232	8.909893084	8.447083226	7.761551232	8.113742166	7.348728154	8.299208018	6.942514505	8.262094845	7.761551232	8.049848549	8.491853096	7.312882955	8.396604781
ENSG00000006744			0		4.392317423	6.554588852	5.426264755	4.392317423	4.754887502	2.584962501	4.754887502		0		3			
ENSG00000006756					2					1.584962501	1							1
ENSG00000006757					3.700439718	3.584962501			4.523561956			0	1		1		2	
ENSG00000006831	4.64385619	3.700439718	5.614709844	4.321928095	4.700439718	5.672425342	1.584962501	5.426264755	0	4.169925001	4.247927513	5.491853096	4.906890596	4.584962501	4.321928095	4.247927513	2.807354922	4.857980995
ENSG00000006837		0																
ENSG00000007001																1.584962501		
ENSG00000007038										1.584962501							0	
ENSG00000007047	0		1		0						0				1.584962501	3.321928095		0
ENSG00000007080	3.906890596		3.807354922	3.169925001	3	6.247927513	4	5.169925001	5.357552005	2.584962501	3.906890596		1.584962501	0		3.169925001	2.321928095	1.584962501
ENSG00000007129								4.247927513	3.807354922	2.584962501			2.807354922	1			1	
ENSG00000007168	4.247927513	5.64385619	1.584962501	3	6.882643049	6.584962501	5.700439718	1	6.857980995	6.189824559	6.14974712		6.129283017	5.426264755	5.906890596	5.584962501	3.906890596	5.930737338
ENSG00000007202			2		1			0	3.584962501		0		2.807354922	4.087462841	3.700439718	2.807354922	2.321928095	3.459431619
ENSG00000007237											2		1					
ENSG00000007255	3.459431619	5.129283017	5.977279923	4.64385619	6.108524457	4.247927513	6.044394119	3.321928095	6.459431619	3.906890596	4.754887502		3.807354922	2.321928095	1	3.700439718	3.169925001	3.807354922
ENSG00000007264	3.321928095	0	0		4.64385619	5.459431619		3.906890596	1.584962501		1.584962501						1	1
ENSG00000007312			5.087462841		7.515699838	5.672425342	7.098032083		9.005624549	2.321928095	3.169925001		1.584962501	1.584962501	2		3.906890596	3
ENSG00000007314									0									
ENSG00000007341	1.584962501	5.672425342	3.321928095	5.614709844	5.930737338	2	5.781359714	4.584962501	6.044394119	3.807354922	5.044394119	8.027905997	3.459431619	2.584962501	2.321928095		3	4.906890596
ENSG00000007350	0						2.807354922		4.523561956	2.807354922	3.459431619		0	3	1			1
ENSG00000007376									1.584962501				1					
ENSG00000007392	4.392317423		0		0	3.459431619	5.459431619		6.189824559	2.321928095	3.807354922		3.169925001	1	0		4.087462841	3
ENSG00000007520										1	0				1	2.807354922	1	
ENSG00000007541								3.584962501			2							
ENSG00000007908														0				
ENSG00000007923				4.857980995	6.539158811		1.584962501		4.087462841	3	2.321928095	3.700439718	2.584962501		2.807354922		1.584962501	1.584962501
ENSG00000007944					2.321928095			1	5.857980995		1.584962501		3.459431619	0	1.584962501		1.584962501	1.584962501
ENSG00000008018	7.539158811	6.475733431	6.247927513	7.321928095	8.73809226	7.839203788	6.930737338	7.357552005	9.055282436	5.044394119	6.087462841	7.714245518	6.64385619	4	5.169925001	4.700439718	4.807354922	5.930737338
ENSG00000008083	5.700439718	6.426264755	5.727920455	5.727920455	6.554588852	7.636624621	7.375039431	7.011227255	6.857980995	6.14974712	6.807354922	4.906890596	6.62935662	6.189824559	6.781359714	6.727920455	6.409390936	7.64385619
ENSG00000008086	4.700439718	1.584962501			3.584962501	5.523561956			3.906890596		2.584962501		1	2.321928095	1.584962501		2.584962501	2.321928095
ENSG00000008130	2.584962501		3.459431619	5.044394119	4.754887502	4.95419631	2	1.584962501	6.108524457	2.807354922	3.700439718	5.930737338	4.700439718		3	3	2.321928095	2.321928095
ENSG00000008226																	0	0
ENSG00000008256									0									
ENSG00000008277						1					0		0					0
ENSG00000008282	4.247927513	4.807354922	5.247927513	3.169925001	6.672425342	6.22881869	2.807354922	4.459431619	7.276124405	4.087462841	4.087462841		4.95419631		2.584962501	1	2.807354922	2.584962501
ENSG00000008283				1.584962501	2.321928095		3.321928095	2.807354922	3.459431619		0							
ENSG00000008294	5.044394119		0		2.321928095	1	0	0	2.321928095	3.169925001	3.807354922		3	1	1		3	2.584962501
ENSG00000008311						2.321928095				3.169925001								
ENSG00000008324	3.169925001	2.321928095	2.321928095	1	4.321928095	3.321928095	3.906890596	3.700439718	6.14974712		2	4.169925001	2.807354922				1	3
ENSG00000008382				3.321928095							0			2.584962501			1	
ENSG00000008394		4.247927513	3		3.906890596			0	3.906890596	2.321928095			2.584962501				0	2.321928095
ENSG00000008405	3		2.807354922	3.169925001		3.321928095			4.321928095	3.459431619	3.169925001		4.087462841	2.584962501	4.459431619		3.321928095	
ENSG00000008438					1		2.321928095		2.807354922	0	3		1.584962501					1
ENSG00000008441	0					3.321928095			3.169925001	0	3.459431619		2.807354922			1		
ENSG00000008513	5.727920455	3.584962501	5.882643049	5.614709844	7.312882955	6.523561956	6.672425342	6.303780748	7.129283017	4.169925001	5.781359714	5.754887502	5.584962501	3	5.906890596	3.169925001	5.169925001	5.357552005
ENSG00000008516																		0
ENSG00000008517	6.409390936	6.459431619	4.906890596	6.209453366	7	7.50779464	7.6794801	6.14974712	8.845490051	3	5.95419631	4.087462841	7.21916852	2.807354922	5.129283017	4.247927513	4.754887502	6.50779464
ENSG00000008710																		0
ENSG00000008838	0		3.169925001				5.392317423		3	2.321928095	3.584962501		2	3.584962501			2.584962501	2.807354922
ENSG00000008853					3					0	0							
ENSG00000008869		3.169925001					1	1.584962501	1	3	3.169925001		4	1	3.700439718	2.807354922	5.044394119	
ENSG00000008952	7.14974712	7.569855608	7.303780748	7.924812504	7.768184325	8.927777962	8.184875343	7.209453366	8.968666793	7.044394119	7.523561956	7.21916852	7.900866808	7.129283017	7.584962501	6.820178962	7.011227255	7.686500527
ENSG00000008988	8.957102042	9.11113567	9.21916852	8.73470962	10.44811631	10.41362793	10.28886607	9.62935662	11.67375074	8.044394119	9.060695932	8.95419631	9.209453366	7.741466986	8.689997971	8.703903573	8.339850003	8.781359714
ENSG00000009307	8.764871591	8.471675214	8.933690655	8.483815777	9.649256178	9.503825738	9.923327485	9.087462841	9.485829309	10.16867212	10.52454172	8.717676423	10.54012804	9.556506055	9.791162889	10.07012094	9.002815016	9.957102042
ENSG00000009335		0			3.807354922	3.459431619	3.169925001	3.321928095	3.459431619	1	3		3.584962501		4.857980995	3.169925001	3	3.906890596
ENSG00000009413			0	0	6.169925001	0	2.807354922	0	4.64385619		3.584962501		3.169925001	1	0	3.807354922	1	3.584962501
ENSG00000009765																	0	
ENSG00000009780								0	1.584962501								1.584962501	
ENSG00000009790	7.339850003	6.459431619	7.276124405		9.159871337	7.807354922	7.95419631	8.569855608	10.3553511	4.95419631	5.087462841		5.64385619	3.321928095	3.459431619	4	5.285402219	6.442943496
ENSG00000009830													0					
ENSG00000009844	3.700439718	4	5	4	4.700439718	6.965784285	4.584962501	6.918863237	7.383704292	5.95419631	5.781359714	8.262094845	6.303780748	4.523561956	5.754887502	5.169925001	4.321928095	6.50779464
ENSG00000009954	0		0		1	2.321928095	0	1		2.584962501	1		1	2.807354922	1	0	3.584962501	4.087462841
ENSG00000010017	4.087462841	5.087462841	6.285402219	6.087462841	5.672425342	5.247927513	6.285402219	5.754887502	4.247927513	4.95419631	5	0	4.807354922	4.459431619	4.584962501	5.906890596	4.64385619	5.129283017
ENSG00000010030															3.169925001			
ENSG00000010072	3.321928095				3.169925001	3.459431619	4.169925001		1				1.584962501	0			0	3
ENSG00000010165	4.169925001		2.321928095		2.584962501		2.321928095		4		0		0		0		2.321928095	
ENSG00000010219		2.584962501			5.554588852	3.459431619	2.321928095	1	4.64385619	1.584962501	1		2	0	2		1	2.584962501
ENSG00000010244	6.658211483	3	7.266786541	5.754887502	7.491853096	7.409390936	6.247927513	7.330916878	7.894817763	6.475733431	6.894817763	7.055282436	6.95419631	4	5.459431619	5.857980995	6.285402219	6.339850003
ENSG00000010256	7.417852515	7.451211112	6.375039431	7.098032083	8.199672345	7.845490051	6.321928095	8.189824559	8.233619677	6.044394119	6.894817763	8.060695932	6.62935662	1	5.426264755	5.491853096	5.554588852	6.50779464
ENSG00000010270	7.592457037	6.95419631	7.607330314	7.721099189	8.45532722	8.303780748	7.900866808	8.651051691	8.603626345	7.607330314	8.413627929	7.894817763	7.434628228	6.169925001	6.754887502	5.95419631	6.087462841	7.118941073
ENSG00000010278	12.40061264	12.57955165	12.2261111	11.97262086	11.22400167	13.75447	13.50618359	13.28958667	12.6976192	10.18735207	11.42836017	10.78381676	11.43827206	9.672425342	11.05392588	11.12799432	9.187352073	10.71853288
ENSG00000010292	0		4.321928095	0	2.807354922	4		3.584962501	3.459431619	3.906890596	4	4.754887502	3.906890596	0	3.584962501	3.906890596	3.584962501	2.584962501
ENSG00000010295									1.584962501	1	1.584962501						0	
ENSG00000010318	4.584962501	4	3	4.584962501		3.321928095	4.459431619	4.087462841	3.169925001	1.584962501	2.584962501		3.584962501			3.906890596	3	3.169925001
ENSG00000010322	5.169925001				3.700439718	4.247927513		1.584962501	4.247927513	2	2.807354922		2.584962501		0		2	1.584962501
ENSG00000010327				0		6.321928095				1	3.459431619		2	3			4.459431619	1.584962501
ENSG00000010361						3.906890596					1.584962501				3.321928095			
ENSG00000010404	7.17990909	6.62935662	6.584962501	6.741466986	7.491853096	7.491853096	7.607330314	7.434628228	7.098032083	5.584962501	6.108524457	5.321928095	6.569855608	3.459431619	5.857980995	6.189824559	4.857980995	5.832890014
ENSG00000010539	4.321928095			0					4.247927513		0							
ENSG00000010610	0	0	0	3.584962501	5.321928095	4.169925001	5.247927513	3.807354922	6.357552005	2.584962501	3.169925001	2	0		2.321928095	0	2.584962501	2.584962501
ENSG00000010626		1	4.247927513			5.614709844	1	1.584962501	5.614709844	0	3.321928095		0	2	1	2		1.584962501
ENSG00000010671	8.807354922	9.197216693	8.409390936	8.873444113	9.292321633	10.26912668	9.971543554	9.829722735	9.828136484	8.033423002	9.627533884	7.607330314	8.430452552	5.977279923	8.74819285	8.13442632	7.787902559	8.894817763
ENSG00000010704	1.584962501	2	1.584962501	0	2.321928095	0	1		1	1.584962501	2.584962501	4.321928095	2.584962501	0	2.584962501	1.584962501	1.584962501	3
ENSG00000010803					0	2.807354922	2		3	0	0		1.584962501	1	3	3.169925001		1.584962501
ENSG00000010810	6.426264755	5.930737338	3.700439718	5.554588852	7.330916878	6.741466986	6.727920455	7.022367813	8.271463028	7.21916852	7.366322214	1.584962501	7.14974712	6.754887502	6.409390936	7.098032083	6.459431619	7.599912842
ENSG00000010818					1		1.584962501	2.321928095		1			1	2		1.584962501	2.321928095	2.584962501
ENSG00000010932					3.906890596					0								
ENSG00000011007	5.672425342	2	3.906890596	4.584962501	3.459431619		4.459431619	4.321928095	5.392317423	1.584962501	4.95419631		4	2	3.169925001	2.584962501	3.321928095	4.392317423
ENSG00000011009	5.977279923	5.700439718	5.727920455	2	6.906890596	6.303780748	8.144658243	6.339850003	6.87036472	5.285402219	5.614709844	1	5.857980995	3.584962501	4.807354922	5.285402219	4.247927513	5.807354922
ENSG00000011021									2.584962501		0		0				0	
ENSG00000011028													1					
ENSG00000011105	7.442943496	7.383704292	7.46760555	7.339850003	8.299208018	8.14974712	8.139551352	6.794415866	8.392317423	5.857980995	6.794415866	5.700439718	7.257387843	6.50779464	6.95419631	7	5.169925001	6.686500527
ENSG00000011114							3			1	1			3.459431619		2.321928095	0	2.584962501
ENSG00000011132	1		1		3.321928095	4.95419631	4.807354922	1.584962501	5.700439718	0	3.584962501		0		0		0	0
ENSG00000011143							5.906890596		5		2						0	
ENSG00000011198	7.199672345	6.108524457	6.965784285	5.930737338	7.285402219	7.266786541	7.011227255	6.539158811	6.741466986	5.95419631	5.584962501		5.781359714	3.459431619	5.426264755	4.392317423	4.523561956	4.169925001
ENSG00000011243	4.459431619			3.459431619	0			2.584962501	0	1.584962501	3		0	2		0	0	
