Gene_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000105193	211.1220051	-0.911137109	0.417455705	-2.182595896	0.029065582	0.143099913
ENSG00000105197	1.709395933	2.560041806	1.645246202	1.556023531	0.119702497	0.344077095
ENSG00000105202	15.2292294	-2.233908245	0.892270573	-2.50362201	0.012292929	0.079732784
ENSG00000105204	2.037497609	-1.385753271	1.196114696	-1.158545477	0.246641504	0.517029979
ENSG00000105205	11.78535058	0.265566351	0.998276927	0.266024731	0.790220162	0.912438526
ENSG00000105220	477.9048398	0.229343191	0.240507745	0.953579235	0.340296671	0.613549818
ENSG00000105221	5.743237029	-0.253522502	1.201960865	-0.21092409	0.832946506	0.932471931
ENSG00000105223	41.62370059	-0.792497303	0.660062285	-1.200640183	0.229890807	0.498280074
ENSG00000105229	23.13783022	-0.92487133	0.638417328	-1.448693966	0.147423066	0.391133138
ENSG00000105248	8.76558861	-2.456708444	1.105227929	-2.22280706	0.026228813	0.132973098
ENSG00000105254	92.26895728	-0.863970819	0.273412077	-3.15995851	0.001577916	0.017937164
ENSG00000105255	0.266416399	-1.192424434	3.014482968	-0.395565159	0.692425844	NA
ENSG00000105258	23.13381575	-0.840985271	0.548546748	-1.533115044	0.125247512	0.354385527
ENSG00000105281	3.393080765	5.063527041	1.469015855	3.44688386	0.000567092	0.008534645
ENSG00000105287	11.39777147	-0.125008427	0.954298545	-0.130995093	0.895779189	0.959001487
ENSG00000105289	0.143486709	1.829952915	3.040943558	0.601771417	0.547326304	NA
ENSG00000105298	1.054095764	-1.26773377	1.499714731	-0.845316608	0.397934091	NA
ENSG00000105321	0.595287578	-1.856742793	2.990396653	-0.620901843	0.534664209	NA
ENSG00000105323	13.92077999	1.154638299	0.357140586	3.233007794	0.001224942	0.014817058
ENSG00000105325	2.559535534	1.543069867	1.599628348	0.964642736	0.334723786	0.607994381
ENSG00000105329	47.06374262	0.014278713	0.21788059	0.065534579	0.947748375	0.979925984
ENSG00000105339	12.07639701	0.910853587	0.85851797	1.060960421	0.288707889	0.562211551
ENSG00000105341	4.697944686	-1.508617033	1.234093952	-1.222449094	0.221537844	0.488829241
ENSG00000105352	1.848635887	0.76979569	1.711037095	0.449900059	0.652782505	0.836534642
ENSG00000105355	135.8251695	0.013862846	0.217202603	0.063824492	0.949109977	0.980382669
ENSG00000105364	5.022110943	-1.710675952	1.289809935	-1.326300803	0.184740081	0.441854576
ENSG00000105366	0.400004069	2.720891592	3.022425635	0.900234421	0.367995512	NA
ENSG00000105369	28.42364236	-2.721209303	1.190859859	-2.285079375	0.022308174	0.120941314
ENSG00000105372	1332.610042	-0.449116462	0.276945853	-1.621676067	0.104872726	0.317266869
ENSG00000105373	21.95275398	-0.735762333	0.694159131	-1.059933234	0.289174975	0.562317438
ENSG00000105374	101.3463812	-0.771859765	0.608719336	-1.268005991	0.204795811	0.468903222
ENSG00000105379	12.34158693	-0.449030194	0.432251113	-1.038817903	0.298889434	0.572211879
ENSG00000105383	6.384283364	-3.394083532	1.783613952	-1.902924973	0.057050336	0.219635887
ENSG00000105397	7.319674684	0.375588341	0.879131501	0.427226576	0.669214306	0.848220707
ENSG00000105401	360.5568616	-0.874148401	0.243590639	-3.58859604	0.000332464	0.005672541
ENSG00000105402	519.5518461	0.026115387	0.249656613	0.104605229	0.916689065	0.967691439
ENSG00000105404	773.1613802	-0.293018945	0.218335501	-1.342058181	0.179577132	0.436099661
ENSG00000105426	4.607974497	0.587860017	0.875423302	0.671515158	0.501892407	0.73973405
ENSG00000105429	0	0	0	0	1	NA
ENSG00000105438	31.1519359	-0.57236417	0.471303228	-1.214428708	0.224584058	0.491868841
ENSG00000105443	112.512651	-1.815344772	0.470772435	-3.856098266	0.000115211	0.002515213
ENSG00000105447	3.233778037	-4.408681398	1.865513895	-2.363253048	0.018115296	0.105316347
ENSG00000105464	0.217629562	2.117735627	3.037790348	0.697130277	0.485721268	NA
ENSG00000105479	0.347471462	-1.519761436	3.005210204	-0.505708863	0.613061045	NA
ENSG00000105483	172.3596001	0.433136368	0.377393935	1.147703573	0.251090956	0.522587402
ENSG00000105486	16.95426845	-1.375128885	0.576364437	-2.385866992	0.017038912	0.100963077
ENSG00000105497	2.396972823	0.868954052	1.167357075	0.744377253	0.456648277	0.710773571
ENSG00000105499	73.03224617	-0.138605574	0.446074909	-0.310722642	0.756011483	0.895588916
ENSG00000105507	355.2944292	-1.094560426	0.234100036	-4.675609818	2.93E-06	0.000128276
ENSG00000105514	1.301336456	-0.956094881	1.71959192	-0.556001031	0.57821015	0.792284325
ENSG00000105516	0.510348352	-0.534137348	2.818109977	-0.189537439	0.849671615	NA
ENSG00000105518	0.692671178	-1.161138146	1.980186017	-0.586378318	0.557621311	NA
ENSG00000105520	0.703217195	0.867286175	2.717812441	0.319111857	0.749641693	NA
ENSG00000105552	3.853448174	-0.201706771	1.726680155	-0.116817681	0.907004532	0.964292381
ENSG00000105559	0.253458138	-1.071509616	3.018101757	-0.355027664	0.722568867	NA
ENSG00000105568	110.4584807	-0.663055189	0.307808314	-2.154117213	0.031230981	0.150107527
ENSG00000105576	9.65936488	3.61473395	0.791700427	4.565785022	4.98E-06	0.00020182
ENSG00000105583	1.200943337	-1.199565997	1.061268722	-1.130313154	0.258344294	NA
ENSG00000105607	6.267085316	-0.632490225	1.392035483	-0.45436358	0.649567161	0.83452616
ENSG00000105610	0.574827053	2.281531206	3.017046473	0.756213478	0.449521213	NA
ENSG00000105612	1.830358723	-1.287600869	1.668387169	-0.771763829	0.440254319	0.698154538
ENSG00000105617	2.765309016	-1.135810703	1.54003484	-0.737522732	0.460804525	0.713290448
ENSG00000105618	14.88779169	-1.737408048	0.836817164	-2.076209861	0.037874546	0.170294483
ENSG00000105619	7.06577505	-2.462572928	0.908920058	-2.709339402	0.006741733	0.052027347
ENSG00000105639	10.36486765	2.086713088	0.86501508	2.412343018	0.015850361	0.095928039
ENSG00000105640	616.8369469	-1.084621363	0.333710009	-3.250191289	0.001153274	0.014220586
ENSG00000105643	0.657826972	-1.158812688	2.998081821	-0.386518033	0.69911305	NA
ENSG00000105649	1.440174708	-2.793292821	2.117260289	-1.319295901	0.187070208	0.444950078
ENSG00000105655	2.864783685	-4.568637618	2.167708204	-2.107588839	0.03506657	0.16209343
ENSG00000105656	1.582622997	2.067056284	1.671766763	1.236450162	0.21629128	0.483198838
ENSG00000105668	4.994657275	-1.437460498	1.343631155	-1.069832664	0.284694637	0.55855833
ENSG00000105669	203.8382785	-1.280649665	0.328109824	-3.903112839	9.50E-05	0.002163082
ENSG00000105671	5.577745245	-0.741416367	1.397722968	-0.530445864	0.595802834	0.801066456
ENSG00000105676	2.606807128	-0.563184129	1.42908805	-0.394086375	0.69351727	0.861701264
ENSG00000105677	9.978975302	-1.525036217	1.242587123	-1.227307275	0.219707122	0.486837796
ENSG00000105698	67.0652156	-0.550253222	0.340541269	-1.615819496	0.106133345	0.320154554
ENSG00000105699	10.29813719	-1.246841568	0.611179198	-2.040058908	0.041344459	0.179157471
ENSG00000105700	52.02355848	-0.78242884	0.430687526	-1.816697238	0.069263485	0.246572563
ENSG00000105701	513.5075581	-0.950953897	0.25525927	-3.72544314	0.000194972	0.003698572
ENSG00000105705	22.93515096	-1.923295793	0.681391469	-2.822600343	0.004763591	0.040524072
ENSG00000105707	2.047493868	1.020939316	1.715653091	0.595073282	0.551794487	0.774958619
ENSG00000105708	1.016017664	-0.078122705	1.946786157	-0.040129063	0.967990231	NA
ENSG00000105711	68.21198678	-0.243582926	0.254064428	-0.95874471	0.337687369	0.610904693
ENSG00000105717	3.483116097	0.233827633	1.054546105	0.221732964	0.824521767	0.928894207
ENSG00000105723	3.920200326	2.099050931	0.871579865	2.408328846	0.016025739	0.096538026
ENSG00000105726	1.317601691	-0.421657739	1.585800424	-0.265895842	0.790319427	0.912438526
ENSG00000105738	0.607779337	2.808896229	3.011539819	0.932710971	0.350969219	NA
ENSG00000105750	1.336849537	-0.001981054	1.962352032	-0.001009531	0.999194511	0.999459288
ENSG00000105755	10.11569342	-1.309794654	0.876201137	-1.494856145	0.13495199	0.369496835
ENSG00000105771	2.826547998	-0.316038847	1.145188068	-0.275971132	0.782570239	0.908985432
ENSG00000105778	1.448610437	-0.082269823	1.954166807	-0.042099693	0.966419225	0.987695794
ENSG00000105793	10.88928467	-1.684414145	0.926867887	-1.817318485	0.069168361	0.246372486
ENSG00000105810	1.713438104	3.997878326	1.833813028	2.180090481	0.029250755	0.143471065
ENSG00000105819	48.54705432	-1.995708538	0.702660466	-2.84021748	0.004508279	0.03882605
ENSG00000105821	71.86693819	-0.358839142	0.401234549	-0.894337596	0.37114129	0.640850027
ENSG00000105825	14.0227572	-0.745745472	0.680041265	-1.096617971	0.272808428	0.546461278
ENSG00000105829	263.9549853	-0.453028754	0.218406802	-2.074242881	0.03805676	0.170763736
ENSG00000105835	34.16901537	1.185901893	0.580328237	2.043501966	0.041002773	0.178255817
ENSG00000105849	6.86009401	-2.322101587	1.225531756	-1.894770638	0.058122795	0.222660685
ENSG00000105851	26.17588136	2.432211417	0.650172816	3.740869128	0.000183385	0.003505207
ENSG00000105854	7.684564337	0.019225694	1.332994835	0.014422932	0.988492564	0.994776416
ENSG00000105856	141.1419331	0.31595404	0.290962616	1.085892215	0.277526681	0.551980172
ENSG00000105865	0.740410189	0.071284442	2.985790614	0.023874562	0.980952665	NA
ENSG00000105866	0.535253398	-0.863265213	2.045500002	-0.422031392	0.673002104	NA
ENSG00000105875	1.851211724	0.918352	1.940489293	0.473257958	0.636029153	0.827859492
ENSG00000105879	11.55071489	0.422053837	1.020681063	0.413502173	0.679238731	0.854216082
ENSG00000105887	5565.093805	0.052439826	0.1467492	0.357343182	0.720834907	0.878421503
ENSG00000105889	10.01875052	-0.473030526	0.74478398	-0.635124464	0.525347243	0.7559734
ENSG00000105926	82.91473818	0.991747807	0.579105976	1.712549772	0.0867954	0.282155123
ENSG00000105928	2.040428227	-2.022866033	2.126204551	-0.951397659	0.341402548	0.614565286
ENSG00000105939	18.55906207	1.770338303	0.652421883	2.71348701	0.006657918	0.051600287
ENSG00000105948	1.125620168	4.100545697	2.988633097	1.372047208	0.170048742	NA
ENSG00000105953	18.14488678	1.195251897	0.647896842	1.844818217	0.065063987	0.238002346
ENSG00000105967	2.126451384	5.029862647	2.1276855	2.364006638	0.018078489	0.105316347
ENSG00000105968	21.03090287	-0.1606579	0.456233685	-0.352139495	0.72473365	0.879183113
ENSG00000105971	106.4616084	0.338379486	0.45723398	0.740057609	0.459265039	0.712002268
ENSG00000105974	3.505140215	0.775464192	1.247675739	0.621527027	0.534252918	0.762169282
ENSG00000105982	0.300508677	-0.442024066	3.027001637	-0.146027032	0.883900048	NA
ENSG00000105983	10.21310728	1.809264668	0.899900841	2.010515586	0.044376648	0.186914195
ENSG00000105993	1176.965247	-0.383176958	0.169535463	-2.260158154	0.023811437	0.125717727
ENSG00000106009	1.24025713	-0.840320059	2.0089901	-0.41827984	0.675742527	0.852350181
ENSG00000106012	11.64405626	-0.011874081	0.689859195	-0.017212326	0.986267229	0.99383618
ENSG00000106018	1.588591742	-0.327996321	1.416461615	-0.231560331	0.816879521	0.9262739
ENSG00000106028	45.1945668	-2.002342417	0.656756349	-3.048836028	0.002297298	0.023598099
ENSG00000106034	42.61658842	1.30466615	0.596775207	2.186193618	0.028801443	0.142130967
ENSG00000106049	6.452000711	-2.423832478	1.154861295	-2.098808307	0.035833802	0.164631972
ENSG00000106052	754.0400483	0.154482473	0.181947286	0.849050715	0.395853073	0.662680865
ENSG00000106066	41.19742499	-2.629275559	0.981283613	-2.679424709	0.007374879	0.055495349
ENSG00000106069	0.723815653	1.492875023	2.293152241	0.651014353	0.515037222	NA
ENSG00000106070	8.590948455	0.602113553	0.732939554	0.821505061	0.411358643	0.675654333
ENSG00000106077	8.120199706	0.441710147	1.082341715	0.408105999	0.683195856	0.856050578
ENSG00000106080	1.593769591	-0.093094335	2.244090107	-0.041484223	0.96690987	0.987695794
ENSG00000106086	11.03028179	2.027905236	0.650006496	3.119823031	0.001809597	0.01966892
ENSG00000106089	45.48493904	-0.001609396	0.376646025	-0.004272968	0.996590675	0.998353772
ENSG00000106100	4.719551545	2.221890209	1.038920836	2.138652082	0.032463856	0.154152273
ENSG00000106105	54.93615585	0.350628278	0.549290055	0.638329923	0.523258938	0.754532226
ENSG00000106123	0.613231086	-0.624729068	2.390148029	-0.261376727	0.793802003	NA
ENSG00000106144	30.53041561	1.391230096	0.832364147	1.671420017	0.094638745	0.299799661
ENSG00000106153	291.7974933	-0.363577625	0.255434275	-1.423370552	0.154628765	0.401529552
ENSG00000106211	198.2355013	0.450999068	0.366168342	1.231671383	0.218071864	0.484723034
ENSG00000106244	36.87634453	0.785949743	0.358822484	2.190358122	0.028498275	0.141166959
ENSG00000106245	94.49988448	-0.078106865	0.421529837	-0.185293799	0.852998601	0.940853096
ENSG00000106261	3.162304828	0.382595476	1.184170494	0.323091547	0.746625912	0.89028252
ENSG00000106263	6.610422805	-0.44478758	1.060460572	-0.419428682	0.674902866	0.852113569
ENSG00000106266	14.84031003	-1.382426775	0.703924026	-1.963886334	0.049543275	0.200295436
ENSG00000106268	6.956379156	-0.175352303	0.794058943	-0.220830335	0.825224543	0.929454793
ENSG00000106290	19.78206351	0.526803323	0.653690413	0.805891158	0.42030561	0.683123795
ENSG00000106299	4.594870439	5.499208431	1.415922106	3.883835422	0.000102822	0.00229449
ENSG00000106305	2.931594497	-2.406461334	1.327318819	-1.813024346	0.069828066	0.247997759
ENSG00000106327	0.975917646	-2.199639063	2.579960562	-0.852586313	0.393888755	NA
ENSG00000106330	8.766546678	0.57992889	0.678563887	0.854641546	0.39274962	0.659947204
ENSG00000106341	0	0	0	0	1	NA
ENSG00000106344	7.816414507	-1.070594897	1.163957309	-0.9197888	0.357683137	0.62912235
ENSG00000106346	2.244189724	2.960346012	1.331876831	2.222687522	0.026236878	0.132973098
ENSG00000106348	10.98186296	-2.062457836	1.333442051	-1.546717261	0.121931439	0.34824185
ENSG00000106351	0.696660117	2.334113267	1.740449441	1.341098001	0.179888636	NA
ENSG00000106355	25.28031572	-1.934975356	0.60372221	-3.205075654	0.00135027	0.015887591
ENSG00000106366	85.46491238	-0.098903585	0.641063695	-0.154280435	0.877388624	0.952132127
ENSG00000106367	5.577872398	1.096625771	0.849511447	1.290889927	0.196741849	0.457868263
ENSG00000106392	59.55224582	0.661065704	0.285949119	2.311829831	0.020787063	0.115824594
ENSG00000106397	9.180372318	-0.763593628	1.211227123	-0.630429764	0.528413443	0.758464162
ENSG00000106399	9.372359068	-0.898572707	0.705595289	-1.273495898	0.202842127	0.466433927
ENSG00000106400	44.38118677	-0.040136352	0.366836583	-0.109412077	0.912875656	0.966875548
ENSG00000106404	4.455429101	-0.84368961	1.082191213	-0.779612327	0.435619098	0.695098974
ENSG00000106415	6.348972944	2.140527518	0.739365257	2.895088046	0.003790522	0.034002108
ENSG00000106443	26.25492792	0.505954744	0.421221699	1.201160208	0.229689062	0.498113911
ENSG00000106459	1.451946972	1.378183417	1.426648088	0.966028994	0.334029673	0.607448582
ENSG00000106460	3.699307608	-3.903174713	1.936155182	-2.015941051	0.04380614	0.1856659
ENSG00000106462	19.94081645	-0.264945831	0.838020108	-0.31615689	0.751883428	0.891981649
ENSG00000106477	46.09360865	-0.962723939	0.43624841	-2.206825095	0.027326281	0.136556044
ENSG00000106484	174.6005913	-0.944879365	0.49837177	-1.895932758	0.057968937	0.222447508
ENSG00000106524	10.81316949	0.424865945	0.843808073	0.503510168	0.614605633	0.812208161
ENSG00000106526	1.417120807	-2.717768571	2.418661769	-1.123666238	0.261154644	0.532416984
ENSG00000106537	52.40121515	0.432638403	0.529775836	0.816644274	0.414131746	0.67751866
ENSG00000106546	4.474581253	1.26474691	1.100897534	1.148832539	0.250625039	0.521991461
ENSG00000106554	23.25648023	-1.297433293	0.741701432	-1.749266264	0.080245005	0.269132474
ENSG00000106560	5.140055707	-1.406978588	0.832782341	-1.689491381	0.091125302	0.292039349
ENSG00000106565	11.13147436	-3.209544958	2.424517129	-1.323787289	0.185573699	0.442987302
ENSG00000106591	8.148895155	-0.868562385	0.817958844	-1.061865633	0.288296689	0.56195525
ENSG00000106603	26.63970666	-1.184933379	0.655352957	-1.808084279	0.070593385	0.249736846
ENSG00000106605	20.51557391	-1.820456492	1.010337712	-1.801829695	0.071572204	0.251140268
ENSG00000106609	15.78323898	0.148248018	0.61967316	0.239235822	0.810922727	0.92310088
ENSG00000106610	8.652873183	-1.384656544	0.776576305	-1.783027032	0.074581903	0.257572274
ENSG00000106615	293.0537839	-0.555084837	0.335696185	-1.653533347	0.098222365	0.306860217
ENSG00000106617	9.015662991	0.13538289	1.119782199	0.120901092	0.903769377	0.962971958
ENSG00000106628	22.14793797	-0.165023929	0.996760005	-0.165560344	0.868502958	0.948371315
ENSG00000106633	0.302899208	-0.443869426	3.026954058	-0.14663897	0.883416992	NA
ENSG00000106635	16.6102125	-1.074801305	0.579541125	-1.85457297	0.063657231	0.234159364
ENSG00000106636	8.077339016	-2.357547223	1.148657249	-2.05243751	0.040127162	0.176071247
ENSG00000106638	0.666417496	-1.014512746	2.36535358	-0.428905325	0.667992125	NA
ENSG00000106665	9.885605816	1.54227409	0.52627075	2.930571553	0.003383391	0.031569021
ENSG00000106682	25.09068276	-0.157475972	0.457498256	-0.344211087	0.730687545	0.881228208
ENSG00000106683	2.10936458	1.376777176	1.235787091	1.1140893	0.265240878	0.537361887
ENSG00000106686	0	0	0	0	1	NA
ENSG00000106692	0.459077591	2.510992085	3.019386586	0.83162325	0.405621635	NA
ENSG00000106701	2.083994042	1.230591024	1.737997762	0.708050983	0.478913598	0.726704197
ENSG00000106723	2.848016572	0.913276928	1.169920743	0.780631451	0.435019288	0.694865083
ENSG00000106733	178.3088495	0.110401554	0.389612929	0.283362143	0.776899245	0.906816177
ENSG00000106771	5.480099187	2.729666102	0.913589688	2.987846884	0.002809503	0.027536936
ENSG00000106772	9.465797948	0.44868914	1.453474468	0.308701082	0.757548921	0.89635539
ENSG00000106785	0.533587724	1.389353197	2.746120193	0.505933134	0.612903591	NA
ENSG00000106789	0.422461185	0.618036266	3.023237329	0.20442863	0.838018559	NA
ENSG00000106803	43.50312117	-0.137450277	0.376462716	-0.365109934	0.715029346	0.875427821
ENSG00000106804	1.091799967	1.594774238	1.9714911	0.808917797	0.418562431	NA
ENSG00000106829	12.38473196	0.637989026	0.768326838	0.8303615	0.406334426	0.67117877
ENSG00000106853	0.584940136	3.182511779	3.009871089	1.057358168	0.290348156	NA
ENSG00000106868	175.9709642	0.740639998	0.250435619	2.95740678	0.003102385	0.02958696
ENSG00000106948	2.29977006	3.340033762	1.304690181	2.560020617	0.010466595	0.070925471
ENSG00000106952	1.335512746	-2.081613907	1.919777344	-1.084299652	0.278231959	0.553045536
ENSG00000106976	17.84690633	0.749481273	1.045842228	0.716629385	0.473602808	0.722607181
ENSG00000106991	2.400049699	0.577200022	1.611575592	0.358158826	0.720224458	0.878421503
ENSG00000106993	7.564727651	-1.856492098	1.220077937	-1.52161763	0.128104918	0.358531201
ENSG00000107018	0.558598916	-1.074689463	2.333780356	-0.460492977	0.645162411	NA
ENSG00000107020	16.62723842	-1.923406024	0.622064599	-3.091971521	0.001988319	0.02116824
ENSG00000107021	33.60937236	1.446755679	0.494234764	2.927264092	0.003419584	0.031808448
ENSG00000107036	0.555543011	1.890472939	2.312231483	0.817596747	0.413587485	NA
ENSG00000107077	8.585015955	-0.139793923	1.010215224	-0.138380337	0.889939836	0.957420243
ENSG00000107099	32.81289531	-0.154633264	0.661055781	-0.233918633	0.815048148	0.925355416
ENSG00000107104	0.343628761	2.5546948	3.027426019	0.843850447	0.398752981	NA
ENSG00000107140	1.749354242	1.79481563	1.501308024	1.195501257	0.231891245	0.500580101
ENSG00000107164	3.203093577	1.314145011	1.029640589	1.276314304	0.201844436	0.46532076
ENSG00000107175	22.05393195	-0.796833031	0.89972766	-0.885638028	0.375812612	0.643260673
ENSG00000107185	1.678347045	0.706568875	1.698395018	0.416021519	0.677394257	0.853334147
ENSG00000107186	0	0	0	0	1	NA
ENSG00000107201	5.310366799	1.486640841	1.431802774	1.038300015	0.299130402	0.572359333
ENSG00000107223	139.6397517	-0.118593514	0.247158264	-0.479828237	0.631349533	0.825057581
ENSG00000107242	9.851184262	-1.11795599	0.794576501	-1.406983453	0.159432295	0.407923354
ENSG00000107262	29.73019117	-0.655404462	0.65626126	-0.998694425	0.317942742	0.591340504
ENSG00000107263	1.112911323	2.45664119	1.892732897	1.297933371	0.194310231	NA
ENSG00000107290	68.98405944	0.906306254	0.471540203	1.922012692	0.054604161	0.214161774
ENSG00000107317	5.347352886	1.587141965	1.926610528	0.82380011	0.410053145	0.674647269
ENSG00000107331	1.295585937	-2.232552271	1.961729292	-1.138053186	0.255098274	0.526077613
ENSG00000107341	19.53635698	0.320339384	0.54811145	0.584442058	0.558922938	0.781215954
ENSG00000107362	0.52578711	1.721631328	1.802885486	0.954931048	0.339612567	NA
ENSG00000107371	1.053705594	-0.235349859	1.728514401	-0.136157303	0.891696928	NA
ENSG00000107372	12.58831184	1.087560872	0.634741035	1.71339304	0.086640256	0.282055594
ENSG00000107438	5041.302431	-0.63990997	0.208487337	-3.069298977	0.002145617	0.022473173
ENSG00000107485	5.717075505	-0.015139267	0.999346253	-0.015149171	0.987913173	0.994726582
ENSG00000107521	184.0959879	-0.23814524	0.353090984	-0.674458569	0.500019817	0.738295232
ENSG00000107537	8.208470316	-1.119725906	1.27706081	-0.876799207	0.38059571	0.647768219
ENSG00000107551	9.223342739	-0.497966896	1.346919212	-0.369708066	0.711600021	0.873459427
ENSG00000107554	1.259122267	3.910945821	2.026635369	1.929772805	0.053634994	0.211735534
ENSG00000107566	3.729480747	-0.909458905	1.319110275	-0.689448731	0.490540926	0.73287738
ENSG00000107581	46.85611046	-0.650490449	0.582027754	-1.117627886	0.263725954	0.53549017
ENSG00000107593	0	0	0	0	1	NA
ENSG00000107614	9.048856162	0.375525464	0.952770879	0.394140367	0.693477409	0.861701264
ENSG00000107625	14.18075586	-1.928798883	0.950997165	-2.028185734	0.042541295	0.182578835
ENSG00000107643	2.316459062	3.038240876	1.626256307	1.868242332	0.061728301	0.230242241
ENSG00000107651	17.11208714	-0.479020549	0.842923862	-0.568284481	0.569841815	0.78777092
ENSG00000107669	126.5913244	0.858908258	0.24006108	3.577873839	0.000346401	0.005822614
ENSG00000107672	10.8380413	-1.875890483	1.068678749	-1.755336189	0.07920182	0.266555902
ENSG00000107679	17.30671565	-1.373411803	1.002793566	-1.369585774	0.170816243	0.423302834
ENSG00000107736	2.546166133	0.552831836	1.412901262	0.391274218	0.695594554	0.863299542
ENSG00000107738	373.5711896	-0.443823277	0.248849165	-1.783503182	0.07450443	0.257440938
ENSG00000107742	0.906471756	0.41356669	2.972391295	0.139136018	0.889342667	NA
ENSG00000107745	519.0117026	0.547117263	0.139764174	3.914574444	9.06E-05	0.002084454
ENSG00000107758	6.025567399	3.14047811	0.83752498	3.749712765	0.000177037	0.003434598
ENSG00000107771	67.8668258	0.40616318	0.396725844	1.023788055	0.305935394	0.58023334
ENSG00000107789	5.323858622	-2.510600167	0.980271888	-2.561126355	0.01043334	0.070912275
ENSG00000107796	8.069343186	-2.312148716	0.924222952	-2.50172181	0.0123591	0.07998103
ENSG00000107798	783.964676	0.044000772	0.410239966	0.10725618	0.914585747	0.967172194
ENSG00000107815	0.698035933	0.199977337	2.348589092	0.085147861	0.932143841	NA
ENSG00000107816	1.095403355	-1.196296366	1.519939031	-0.787068653	0.431241678	NA
ENSG00000107819	49.27551042	0.758161275	0.364033204	2.082670666	0.037281253	0.168459578
ENSG00000107829	6.267128813	-0.958310282	1.354509787	-0.707496019	0.479258286	0.726704197
ENSG00000107833	1.458519093	-2.415951468	2.819360937	-0.856914571	0.391492099	0.659191722
ENSG00000107854	16.60143518	0.509110656	1.170915066	0.434797255	0.663709598	0.843580627
ENSG00000107862	33.86265519	1.631496231	0.932972498	1.748707742	0.080341551	0.269191735
ENSG00000107863	333.9366074	2.173803809	0.412885037	5.264913031	1.40E-07	1.09E-05
ENSG00000107872	2.879150104	-2.039080496	0.937767962	-2.174397696	0.029675281	0.144858861
ENSG00000107874	29.54058881	-0.996585653	0.637223896	-1.563948964	0.117829554	0.341666162
ENSG00000107882	0.664782422	0.66245352	1.797351699	0.368572005	0.712446765	NA
ENSG00000107890	2.173304815	-1.4648204	1.709360349	-0.856940668	0.391477676	0.659191722
ENSG00000107897	4.356770693	2.037076963	1.308092357	1.557288331	0.119402045	0.344077095
ENSG00000107902	4.236021376	-1.329121993	1.111969339	-1.195286548	0.231975094	0.500641817
ENSG00000107929	3.30012731	0.837255594	1.306808844	0.640687119	0.521725984	0.753160838
ENSG00000107937	26.80769336	-1.874015073	0.928252036	-2.01886449	0.043501306	0.185381859
ENSG00000107938	5.067450831	-1.335118583	1.374060212	-0.971659445	0.331219999	0.604019578
ENSG00000107949	21.13593161	-1.451580947	0.835899426	-1.736549759	0.082466674	0.273180281
ENSG00000107951	5.636514229	1.017204663	1.323034849	0.768841927	0.441987156	0.699390052
ENSG00000107954	0.291230912	0.148637954	3.033377741	0.049000806	0.960918654	NA
ENSG00000107957	0.81712343	1.66528882	2.596608043	0.641332381	0.521306755	NA
ENSG00000107959	25.70409878	0.903689092	0.841897863	1.07339516	0.283093855	0.557076741
ENSG00000107960	26.76701312	-0.469132442	0.870837275	-0.538714242	0.590084045	0.798886844
ENSG00000107968	33.44975698	0.780311518	0.51652217	1.510702859	0.130864174	0.362245467
ENSG00000107984	1.375781548	4.439533959	2.226063194	1.994343184	0.046114563	0.191376249
ENSG00000108010	307.8225573	-0.963498466	0.30081854	-3.202922485	0.001360406	0.015986093
ENSG00000108021	18.2593431	0.338867746	0.664279624	0.510128166	0.609961674	0.809114607
ENSG00000108039	1201.394881	-0.262102489	0.238196946	-1.100360413	0.27117512	0.544634578
ENSG00000108055	157.9181362	0.957874448	0.365095419	2.623627682	0.008699883	0.062506693
ENSG00000108061	151.4094933	1.658062975	0.457618383	3.623243812	0.000290931	0.005158196
ENSG00000108064	9.980557664	-1.413193981	1.069503175	-1.321355573	0.186382832	0.444025364
ENSG00000108091	5.384341748	0.86917838	1.016592081	0.854992279	0.392555422	0.659947204
ENSG00000108094	15.6531201	1.292378926	1.014782464	1.273552679	0.202821992	0.466433927
ENSG00000108100	50.73476513	1.580516084	0.422489159	3.740962456	0.000183317	0.003505207
ENSG00000108107	262.5542573	0.079678884	0.310189767	0.256871413	0.797278039	0.915404288
ENSG00000108175	1.137165762	2.025228254	1.482565614	1.366029425	0.171929728	NA
ENSG00000108179	86.99064082	-0.14358604	0.505300749	-0.284159563	0.776288102	0.906570019
ENSG00000108187	78.87315624	-0.055758846	0.361062981	-0.154429696	0.877270941	0.952132127
ENSG00000108219	31.37624786	0.724138623	0.537191607	1.348008071	0.177655787	0.433493517
ENSG00000108239	0.426819435	2.739024877	3.021912454	0.906387898	0.364730576	NA
ENSG00000108244	0.163222172	1.885750057	3.040637362	0.620182492	0.535137647	NA
ENSG00000108256	1.733286486	0.174816791	1.012555891	0.172649028	0.862927311	0.945816772
ENSG00000108262	1.994775638	0.692950964	2.156430222	0.321341705	0.747951455	0.890524022
ENSG00000108264	91.65589174	-0.226678709	0.593982879	-0.381624988	0.702739547	0.868123847
ENSG00000108270	36.20973581	-2.164866853	0.80022372	-2.705327021	0.006823718	0.05234791
ENSG00000108278	18.09528738	-1.597738414	0.571744313	-2.794498131	0.005198034	0.043101254
ENSG00000108292	0.426407724	-1.824334723	2.856923291	-0.638566226	0.523105159	NA
