Gene_ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000162430	0.917772067	0.670421519	1.114750749	0.601409346	0.547567375	NA
ENSG00000162434	147.0235161	2.180934551	0.343688814	6.34566638	2.21E-10	3.86E-08
ENSG00000162441	104.4569111	-0.395687151	0.436080738	-0.90737131	0.364210476	0.635055218
ENSG00000162444	2.361481963	-0.441099101	1.750498077	-0.251984911	0.801052727	0.91817256
ENSG00000162496	288.443138	-0.178264789	0.325934842	-0.546933823	0.584424198	0.794788837
ENSG00000162511	673.8486607	0.173144573	0.240844801	0.718905173	0.472199349	0.721681191
ENSG00000162517	61.1531174	-0.585070663	0.245538217	-2.38280896	0.017181108	0.101496781
ENSG00000162521	262.2767293	0.380455187	0.183989708	2.067806894	0.038658185	0.172618609
ENSG00000162542	0.768399259	0.947663238	2.647043771	0.358008148	0.720337216	NA
ENSG00000162551	0.523917873	0.978171532	2.809726931	0.348137579	0.727736863	NA
ENSG00000162585	18.21167746	0.1499428	0.434713333	0.344923399	0.730151959	0.881228208
ENSG00000162598	3.347071357	-2.479043629	1.596167186	-1.553122787	0.120393803	0.345070502
ENSG00000162599	1.788959236	4.779771459	1.65983304	2.879670029	0.003980916	0.035333331
ENSG00000162600	4.052762874	-0.816499639	1.488537891	-0.548524592	0.583331748	0.794492797
ENSG00000162601	5.716109005	3.71183779	1.245878709	2.979293058	0.002889143	0.028115614
ENSG00000162604	27.25054341	-0.946609889	0.795638693	-1.189748435	0.234145282	0.503176579
ENSG00000162607	47.83730311	-0.167412932	0.383490987	-0.436549847	0.662437842	0.842836747
ENSG00000162613	69.93904489	-0.900058435	0.509079345	-1.768012088	0.077058883	0.261927923
ENSG00000162614	1931.310796	-0.11387006	0.189900738	-0.599629371	0.548753268	0.772874483
ENSG00000162616	0.885571909	0.806755381	1.50980785	0.534343083	0.59310419	NA
ENSG00000162623	2.668357609	-0.629004406	1.532154044	-0.410536009	0.681412794	0.855306167
ENSG00000162636	0.452061429	2.877478239	3.018190566	0.953378581	0.34039829	NA
ENSG00000162639	14.59458713	-2.033909973	1.133124355	-1.794957424	0.072660484	0.253645607
ENSG00000162642	26.14814817	-0.793365075	0.413260712	-1.919768932	0.054887093	0.214713757
ENSG00000162645	51.58239068	-0.813873194	0.655276984	-1.24202927	0.214225763	0.48042545
ENSG00000162650	1.618346146	-2.236352856	2.122070493	-1.053854178	0.291949684	0.565683118
ENSG00000162654	29.90005206	0.808127701	0.894784087	0.903153858	0.366444243	0.636866457
ENSG00000162664	64.5567938	-0.277915615	0.337481406	-0.823499043	0.410224261	0.674647269
ENSG00000162669	1.078344471	4.059457545	2.301894174	1.76352918	0.07781128	NA
ENSG00000162687	8.518683107	0.90830007	1.616481809	0.561899345	0.5741846	0.790230011
ENSG00000162688	17.44128603	1.222027733	1.047838612	1.166236593	0.243518801	0.513567601
ENSG00000162694	1.51313087	-0.111150548	1.987719669	-0.055918624	0.955406635	0.983429991
ENSG00000162695	4.556516372	1.229890838	0.892578172	1.377908262	0.168231614	0.419883862
ENSG00000162704	1505.386348	-0.240976149	0.188932738	-1.275459998	0.202146474	0.465898513
ENSG00000162711	0.661517523	2.498574401	2.247738382	1.111594846	0.266312389	NA
ENSG00000162722	28.50223673	0.378202839	0.287955033	1.313409372	0.189045041	0.447660239
ENSG00000162729	2.592147497	-2.706323939	1.882389307	-1.437706817	0.150517258	0.395615421
ENSG00000162734	9.91405352	0.971313674	0.567965863	1.710162067	0.087235908	0.282977919
ENSG00000162736	19.11915897	-0.067202275	0.882451428	-0.076154078	0.939296517	0.976123713
ENSG00000162739	6.715219317	-1.419016042	1.203164207	-1.179403471	0.238237554	0.507866408
ENSG00000162747	3.118751727	-0.117693076	1.179718083	-0.099763729	0.920531904	0.968162787
ENSG00000162772	2.836984662	-1.832125519	1.1808363	-1.551549117	0.120770146	0.345820963
ENSG00000162777	75.17570253	0.024745795	0.559215283	0.044250927	0.964704388	0.98703803
ENSG00000162804	0.223899285	-0.965148172	3.021535758	-0.319423051	0.749405733	NA
ENSG00000162813	5.918696047	-2.652193101	1.518003206	-1.747159091	0.080609746	0.269630026
ENSG00000162819	149.9397292	0.940113815	0.401827213	2.339597183	0.019304548	0.110207441
ENSG00000162836	3.32937467	-2.614470664	1.694572948	-1.542849287	0.122867348	0.349836006
ENSG00000162849	0.372424668	2.642167451	3.024726122	0.873522872	0.382378145	NA
ENSG00000162851	3.319900652	-2.552255402	1.739199323	-1.467488727	0.142243154	0.381730738
ENSG00000162852	491.4959102	0.165048812	0.259557707	0.635884844	0.524851482	0.755949553
ENSG00000162869	2.937862324	2.421829006	1.497393714	1.617362878	0.105799974	0.319622462
ENSG00000162873	0.271944596	0.062991995	3.031360971	0.020780104	0.983421069	NA
ENSG00000162882	0.322690361	2.341263625	3.033217556	0.771874612	0.440188695	NA
ENSG00000162885	0.300130393	2.419587106	3.031127037	0.798246684	0.424727351	NA
ENSG00000162889	22.47495369	2.452586446	0.645201377	3.801272799	0.000143955	0.002975501
ENSG00000162894	14.81264669	-3.161273789	0.931929982	-3.392179508	0.00069339	0.009825913
ENSG00000162909	443.9024694	0.576389184	0.287602481	2.004117569	0.045057468	0.188293662
ENSG00000162910	22.34981419	-0.68986148	0.578164182	-1.193193045	0.232793778	0.501930421
ENSG00000162923	151.6207994	1.421222815	0.284254672	4.999822182	5.74E-07	3.23E-05
ENSG00000162924	10.23852458	-0.453329503	0.942138945	-0.481170537	0.630395299	0.824510092
ENSG00000162927	0.76472769	-0.034626185	2.714422067	-0.012756375	0.989822162	NA
ENSG00000162928	2.851435245	-2.333384634	1.263271729	-1.847096377	0.064733174	0.237154287
ENSG00000162929	57.80466879	-0.365074368	0.638656082	-0.571629048	0.567573312	0.787031103
ENSG00000162949	0	0	0	0	1	NA
ENSG00000162961	18.44161849	-0.512868565	0.739597906	-0.693442425	0.488031946	0.730896131
ENSG00000162971	1.883516937	3.33510874	2.031675995	1.64155542	0.100682173	0.31047668
ENSG00000162972	4.02075876	-1.495070147	1.888850594	-0.791523772	0.42863841	0.690639159
ENSG00000162976	10.38201816	-1.7200886	0.758199939	-2.268647769	0.023289754	0.124047721
ENSG00000162980	37.19368326	-0.510711315	0.469355455	-1.088112026	0.276545655	0.550902295
ENSG00000162994	21.88636376	3.114075881	0.915369553	3.401987612	0.000668977	0.009590077
ENSG00000162999	0.362179714	-0.42767462	1.890051334	-0.226276722	0.820986202	NA
ENSG00000163001	23.62633393	-1.58154172	0.867239723	-1.823649999	0.068205003	0.244141066
ENSG00000163002	0.87460599	3.356339606	2.473024987	1.357179819	0.174724081	NA
ENSG00000163006	4.369904194	0.543411603	1.446805811	0.375594015	0.707218741	0.871463561
ENSG00000163026	0.381832441	-0.639382169	3.012023342	-0.212276631	0.831891225	NA
ENSG00000163029	46.0327724	-0.694100859	0.687598671	-1.009456371	0.312755815	0.586344639
ENSG00000163041	225.7044831	1.180593025	0.196427111	6.010336451	1.85E-09	2.62E-07
ENSG00000163050	23.41689631	-0.583808588	0.633716132	-0.921246216	0.356921894	0.628393386
ENSG00000163067	0.410591462	-1.776146502	2.998637355	-0.592317874	0.553637749	NA
ENSG00000163069	0.054407391	1.230353915	3.04143303	0.40453099	0.685822294	NA
ENSG00000163072	3.192982679	5.639839837	2.035413851	2.770856567	0.005590905	0.045633872
ENSG00000163092	34.37523065	1.37435158	0.74748895	1.83862461	0.065970419	0.239245277
ENSG00000163104	18.83901052	-0.513872528	0.8933868	-0.575196016	0.565158737	0.785350279
ENSG00000163110	127.9170304	1.451192243	0.275851197	5.260779213	1.43E-07	1.10E-05
ENSG00000163113	0.466411468	2.038959091	2.381133791	0.856297575	0.391833202	NA
ENSG00000163116	0.543841407	-0.669783687	3.001030447	-0.223184569	0.823391861	NA
ENSG00000163121	2.112271183	-2.201828011	1.557467455	-1.413723288	0.157443165	0.405698258
ENSG00000163125	2.567805735	3.401663587	1.321138038	2.574798007	0.010029864	0.068945804
ENSG00000163131	161.4663818	-1.94263876	0.595095782	-3.264413592	0.001096909	0.013802774
ENSG00000163156	124.2012418	-0.678295523	0.31770715	-2.134970913	0.032763386	0.155091522
ENSG00000163159	22.6543014	-1.308978646	0.868743481	-1.506749316	0.131874926	0.363931412
ENSG00000163161	17.09042476	-0.420019124	0.912862566	-0.460112113	0.64543575	0.832477618
ENSG00000163162	2.095989598	0.384491891	1.097220228	0.350423626	0.726020798	0.879378132
ENSG00000163166	5.919549936	-0.041114547	0.994890396	-0.041325705	0.967036241	0.987695794
ENSG00000163170	2.787287725	0.412140348	1.444403633	0.285335995	0.775386738	0.906132955
ENSG00000163171	6.531928339	-0.440478951	0.779318067	-0.565210753	0.571930424	0.788689443
ENSG00000163191	128.0267488	0.397189145	0.305726773	1.299163763	0.193887734	0.455201574
ENSG00000163214	0.919337115	-0.826727939	2.29847124	-0.359686006	0.719081958	NA
ENSG00000163219	33.8766812	-0.169420724	0.510371172	-0.331955904	0.739922556	0.886146511
ENSG00000163220	120.6039456	1.879548702	0.44325937	4.240290965	2.23E-05	0.000692625
ENSG00000163221	22.19105599	1.272005651	0.476126233	2.67157229	0.007549681	0.056389208
ENSG00000163249	0.76193424	3.172005258	2.167256662	1.463603879	0.143302212	NA
ENSG00000163257	2.021256443	0.896014181	1.136926319	0.788102242	0.430636904	0.691665473
ENSG00000163281	20.45548862	-0.145245925	0.666567989	-0.21790114	0.827506139	0.929944409
ENSG00000163297	154.194226	0.700217162	0.44171494	1.585224086	0.11291543	0.333120741
ENSG00000163312	3.014779099	0.223971755	1.330450447	0.168342801	0.866313604	0.946893624
ENSG00000163319	11.71283788	-0.149621846	0.816634746	-0.183217585	0.854627297	0.941503321
ENSG00000163320	140.2373747	0.473516673	0.220119951	2.151175628	0.03146234	0.151007875
ENSG00000163322	18.2409995	-0.278592394	0.856225651	-0.325372633	0.744899066	0.88928522
ENSG00000163328	11.67820446	1.093602199	1.076381358	1.015998829	0.309629944	0.583269734
ENSG00000163344	44.88831131	-1.894822461	0.461841691	-4.102753171	4.08E-05	0.001124509
ENSG00000163346	1822.83674	-0.220662339	0.277890551	-0.794062044	0.427159313	0.689482161
ENSG00000163348	0.679021214	0.010833304	2.294137229	0.004722169	0.996232268	NA
ENSG00000163349	19.37785184	2.63745219	0.669120821	3.94166809	8.09E-05	0.001914118
ENSG00000163359	21.68594622	3.068516998	0.732969319	4.186419429	2.83E-05	0.000855836
ENSG00000163362	0.57146275	1.449512718	1.375406961	1.05387915	0.29193825	NA
ENSG00000163374	40.72804016	0.027117588	0.45014831	0.060241453	0.951963331	0.981427831
ENSG00000163378	0.584812249	3.205719942	3.009155537	1.065322115	0.286730188	NA
ENSG00000163380	0.342764509	0.293237629	3.028244507	0.096834198	0.922858065	NA
ENSG00000163382	10.9059312	-1.07147403	1.065621206	-1.005492405	0.314659805	0.587918711
ENSG00000163386	14.04346961	0.577457411	0.64780282	0.891409228	0.372709669	0.641659017
ENSG00000163389	5.782287895	-1.070364614	1.717991047	-0.623032708	0.533263028	0.761617395
ENSG00000163399	21.82430768	0.711078089	0.80270245	0.885855137	0.375695594	0.643260673
ENSG00000163406	3.735009849	1.505427267	1.696723141	0.887255693	0.374941254	0.643260673
ENSG00000163412	3.270904701	0.73658517	1.349933285	0.545645609	0.585309567	0.79559393
ENSG00000163421	2.675815789	0.450208655	1.530087311	0.294237232	0.768576632	0.901398613
ENSG00000163428	0.326841154	-0.812170074	3.016231846	-0.269266461	0.78772464	NA
ENSG00000163430	248.0417139	2.548283948	0.363171701	7.016747009	2.27E-12	5.88E-10
ENSG00000163444	24.33993937	-0.82028085	0.475851452	-1.723817057	0.084740874	0.278070381
ENSG00000163449	0.625773908	0.01476106	1.974137109	0.007477221	0.994034096	NA
ENSG00000163453	0.97681745	0.098861429	2.301044719	0.042963715	0.965730458	NA
ENSG00000163463	0.21425723	-0.284828108	3.03074261	-0.093979643	0.925125328	NA
ENSG00000163464	0.85208203	-0.889753764	1.970708276	-0.451489332	0.651636912	NA
ENSG00000163466	2774.019982	-0.210147332	0.112748996	-1.863851031	0.062342627	0.231770292
ENSG00000163468	60.12652006	-1.431543898	0.685379	-2.088689469	0.036735685	0.167417158
ENSG00000163479	71.28622338	-2.159260205	0.555831521	-3.884738669	0.00010244	0.002291621
ENSG00000163481	12.14350607	-2.837728516	1.513525154	-1.874913349	0.060804645	0.228449007
ENSG00000163486	2.796982778	1.355200303	1.171518357	1.156789644	0.247358314	0.517806452
ENSG00000163492	2.369549237	3.899614267	1.977480219	1.97201177	0.048608263	0.198231509
ENSG00000163507	14.26245416	-0.484191231	0.985052379	-0.491538563	0.623045584	0.818797939
ENSG00000163508	0.356780786	-1.578067267	3.00361354	-0.525389584	0.599312393	NA
ENSG00000163510	33.34100896	-0.769738339	0.791584075	-0.972402508	0.330850345	0.603605341
ENSG00000163512	33.14078924	-0.648632855	0.548080381	-1.183463005	0.2366257	0.506575813
ENSG00000163513	3.288469207	2.067886075	0.824974639	2.506605632	0.012189663	0.079452048
ENSG00000163516	6.660443028	-0.888090188	1.056398857	-0.840676968	0.400528927	0.666444826
ENSG00000163517	0.054407391	1.230353915	3.04143303	0.40453099	0.685822294	NA
ENSG00000163518	0.304149766	-1.314809521	3.011106712	-0.436653246	0.662362841	NA
ENSG00000163519	18.76075643	-2.710837841	1.263749345	-2.145075566	0.031946806	0.152496343
ENSG00000163521	0.054407391	1.230353915	3.04143303	0.40453099	0.685822294	NA
ENSG00000163527	7.591535296	-1.00350654	1.230971459	-0.815215115	0.414949187	0.678354319
ENSG00000163528	1.415013955	-1.084558867	1.999956281	-0.542291288	0.587617856	0.796964204
ENSG00000163534	2.379466206	-3.525555724	1.732722929	-2.034690986	0.041881976	0.180433048
ENSG00000163535	3.119329548	-2.399922618	1.689614548	-1.420396516	0.155492276	0.402521784
ENSG00000163536	67.87297232	-0.55551926	0.514766628	-1.079167198	0.280513199	0.555265367
ENSG00000163539	2.626250669	2.620796201	1.12978031	2.319739668	0.020354965	0.114048224
ENSG00000163541	64.02846883	-0.767257033	0.522317767	-1.468946839	0.141847209	0.380971577
ENSG00000163545	1.643438628	-3.777674943	1.648721139	-2.291275858	0.021947464	0.11985776
ENSG00000163554	1.41436594	1.275158937	1.691832437	0.753714676	0.451020567	0.707330161
ENSG00000163563	193.2852016	0.938651461	0.534527036	1.756041134	0.079081385	0.266348458
ENSG00000163564	15.87218994	-0.619646238	0.94488624	-0.655789249	0.511959735	0.746917101
ENSG00000163565	32.38106106	-0.683940045	0.578835042	-1.181580235	0.2373723	0.507314027
ENSG00000163568	1.883059433	-1.690885201	1.898722962	-0.890538133	0.373177002	0.641966629
ENSG00000163576	2.394406642	-0.020011615	1.337050624	-0.014966984	0.988058521	0.994726582
ENSG00000163577	1.579158648	-1.248639467	1.663804642	-0.750472402	0.452970239	0.708915247
ENSG00000163584	5.355830292	-0.89149112	0.981305534	-0.908474567	0.363627545	0.634689435
ENSG00000163590	10.75710893	1.969947618	0.7353763	2.678829354	0.007388003	0.055547976
ENSG00000163597	1.169012003	0.884620569	1.567835655	0.564230419	0.572597328	NA
ENSG00000163600	0	0	0	0	1	NA
ENSG00000163602	134.9309567	0.315451494	0.25709542	1.22698216	0.219829296	0.486837796
ENSG00000163605	14.57263727	0.248904501	0.709200879	0.350964738	0.725614803	0.879378132
ENSG00000163606	2.960827238	-0.017183524	1.922926622	-0.008936131	0.992870094	0.996223397
ENSG00000163607	10.70586627	-2.110594074	0.848176653	-2.488389732	0.012832302	0.08216301
ENSG00000163608	4.062517751	-2.250107299	1.345116268	-1.672797626	0.094367142	0.299664466
ENSG00000163611	7.407777141	0.133621848	1.229437794	0.108685327	0.91345208	0.967172194
ENSG00000163617	6.741121107	-0.76367677	1.350348165	-0.565540643	0.571706088	0.788689443
ENSG00000163625	1.068737541	1.034207188	1.579536769	0.654753475	0.51262649	NA
ENSG00000163626	1.118073529	2.647963882	2.199168089	1.204075257	0.228560492	NA
ENSG00000163629	1.406853325	1.867654484	2.452359633	0.761574469	0.446314018	0.702746785
ENSG00000163633	10.90508516	0.096956857	0.563921126	0.171933365	0.863489915	0.945856881
ENSG00000163634	144.6090195	0.489967985	0.536696189	0.912933601	0.361277464	0.632356388
ENSG00000163635	7.933176344	0.225613952	0.767530357	0.29394792	0.7687977	0.901519873
ENSG00000163636	331.2494052	-0.925454939	0.437027255	-2.117613781	0.03420779	0.159671601
ENSG00000163637	0.502215553	1.00817453	3.022702304	0.333534179	0.738731094	NA
ENSG00000163644	20.75856181	-0.531344855	0.739939087	-0.718092697	0.472700133	0.722064413
ENSG00000163655	124.3805429	0.119145444	0.420187634	0.283552951	0.776752997	0.906762293
ENSG00000163659	0.706976121	1.970856654	2.613302504	0.754163229	0.450751215	NA
ENSG00000163660	24.6822718	-0.904426081	1.124233907	-0.804482124	0.421118589	0.683506704
ENSG00000163681	434.0104046	0.261440171	0.319551191	0.818148007	0.413272679	0.677079651
ENSG00000163682	817.0877298	-1.275134008	0.375935309	-3.391897423	0.000694104	0.009825913
ENSG00000163683	17.94899077	-1.757270626	0.756549042	-2.322745161	0.020192847	0.113631795
ENSG00000163684	4.571954973	-1.742904034	1.127163737	-1.546274049	0.122038397	0.34824185
ENSG00000163686	0.209112672	-0.17716725	3.033251953	-0.058408353	0.953423362	NA
ENSG00000163687	5.69306786	-5.217537777	1.871593764	-2.787751208	0.005307529	0.043914347
ENSG00000163694	0.371908073	1.648525663	2.913929227	0.565739774	0.571570693	NA
ENSG00000163697	0.286973418	2.3756923	3.032395234	0.783437552	0.433370212	NA
ENSG00000163703	42.98057452	0.741459651	0.798199002	0.928915784	0.352932733	0.625625231
ENSG00000163714	50.59450748	-0.214297924	0.579975275	-0.369494931	0.711758851	0.873459427
ENSG00000163719	53.74465856	-0.90451623	0.49295808	-1.834874539	0.066524281	0.2401235
ENSG00000163728	8.754675725	-4.010604427	2.629297134	-1.525352299	0.12717125	0.357817243
ENSG00000163734	60.07947753	-0.598675138	0.285676919	-2.095637057	0.036114399	0.165585252
ENSG00000163735	1442.997218	-1.347628305	0.354392349	-3.802645027	0.000143159	0.002975501
ENSG00000163736	126226.2726	-0.066565877	0.195468827	-0.34054472	0.733446351	0.881911798
ENSG00000163737	21564.14313	0.962579792	0.204841995	4.699133074	2.61E-06	0.000117183
ENSG00000163738	105.8928208	-0.086563316	0.29811154	-0.290372242	0.771531477	0.903578389
ENSG00000163739	0.489666515	2.976251826	3.015736567	0.986907099	0.323688184	NA
ENSG00000163743	263.0656329	-0.644410702	0.469361786	-1.372950934	0.169767601	0.422425511
ENSG00000163754	23.98841994	-1.141637495	0.631875633	-1.806743979	0.070802207	0.250084989
ENSG00000163755	7.617406519	1.840435549	0.927435344	1.984435424	0.04720732	0.194762442
ENSG00000163762	0.497746652	2.986838878	3.015482967	0.990500995	0.321929303	NA
ENSG00000163781	3.701855742	2.849074704	1.029385739	2.767742545	0.005644603	0.045916794
ENSG00000163785	4.733369589	3.67059024	1.054057663	3.48234292	0.000497047	0.007664746
ENSG00000163788	11.4311868	-0.654620469	0.749185727	-0.873775948	0.382240281	0.64988063
ENSG00000163798	17.26618363	-1.320050397	0.715560296	-1.844778705	0.065069736	0.238002346
ENSG00000163803	3.052698593	-1.896564987	2.398305655	-0.790793694	0.429064391	0.690956875
ENSG00000163807	8.637651053	0.72758313	0.562858165	1.292658036	0.196129357	0.457360925
ENSG00000163808	6.075493584	0.492875488	1.326944409	0.371436426	0.710312499	0.872686976
ENSG00000163811	15.12384348	0.545640939	1.033107662	0.528154963	0.597391785	0.801891379
ENSG00000163812	29.99523018	-1.331347077	0.386457769	-3.445000166	0.000571059	0.008565171
ENSG00000163815	0.45630518	2.879825564	3.018130361	0.95417534	0.339994895	NA
ENSG00000163818	8.214088056	-0.666143255	1.241793634	-0.536436358	0.591657009	0.799226555
ENSG00000163820	4.376189154	1.418040826	0.82043073	1.728410181	0.083914712	0.27666204
ENSG00000163832	25.06621497	-0.198797842	0.659330088	-0.301514894	0.763021894	0.89848952
ENSG00000163833	3.948382788	-0.872011538	1.256938255	-0.693758452	0.487833702	0.730896131
ENSG00000163840	1.062721212	1.147297148	1.939741587	0.591469068	0.554206175	NA
ENSG00000163848	49.09466173	0.067405744	0.334168114	0.201712074	0.840141823	0.934063678
ENSG00000163864	22.15149835	0.499298979	0.466639803	1.069987979	0.28462472	0.55855833
ENSG00000163866	18.73718793	-0.518645173	0.413484125	-1.254329105	0.209722409	0.47537779
ENSG00000163870	0.649958891	2.578148708	1.697798093	1.518524917	0.128882123	NA
ENSG00000163872	7.2458256	3.677671203	0.838756601	4.384670357	1.16E-05	0.000409177
ENSG00000163875	58.10437155	-0.423325192	0.503174421	-0.841309045	0.400174825	0.666444826
ENSG00000163877	0.608941177	-1.446736372	2.351776828	-0.615167372	0.538444193	NA
ENSG00000163882	13.90951376	-1.685114748	0.891139039	-1.890967261	0.058628715	0.224006411
ENSG00000163898	66.87493842	0.149135996	0.593872131	0.25112476	0.801717654	0.918325111
ENSG00000163900	12.82861621	-0.075147024	0.903376435	-0.083184619	0.933704743	0.974569887
ENSG00000163902	118.2993011	-0.128561706	0.317337126	-0.405126584	0.685384467	0.856304245
ENSG00000163904	33.99751963	0.228380545	0.665360184	0.34324348	0.731415297	0.881316765
ENSG00000163913	16.36004452	0.054429147	0.779225096	0.069850352	0.94431277	0.978215607
ENSG00000163918	8.726233949	-2.080651698	1.720404348	-1.209396907	0.226510396	0.494423612
ENSG00000163923	0.750482714	-1.754407332	2.986775009	-0.587391861	0.556940559	NA
ENSG00000163930	38.25064402	0.226942339	0.505639071	0.448822791	0.653559496	0.836884012
ENSG00000163931	101.6255768	-0.044092681	0.531373202	-0.082978745	0.93386844	0.974569887
ENSG00000163932	208.0206855	1.296851935	0.497245743	2.608070462	0.009105421	0.064408703
ENSG00000163933	18.67146229	-1.089529812	0.480184599	-2.268981168	0.023269471	0.124012593
ENSG00000163935	2.652198745	0.350952382	1.775288139	0.197687561	0.843289523	0.936228066
ENSG00000163938	44.8742927	-1.939877259	0.687963624	-2.819738123	0.004806286	0.040696212
ENSG00000163939	38.19023179	0.913642529	0.689372652	1.325324592	0.185063516	0.442432365
ENSG00000163945	0.409648668	2.746552555	3.021701216	0.908942466	0.363380496	NA
ENSG00000163946	7.446525656	0.188689045	0.953834522	0.197821573	0.843184667	0.936228066
ENSG00000163947	45.36223887	0.0545832	0.813069422	0.067132274	0.946476401	0.979896719
ENSG00000163950	41.196385	-0.550828988	0.519539383	-1.060225665	0.289041948	0.562214474
ENSG00000163956	37.07437082	-1.955443868	0.80642858	-2.42481965	0.015315993	0.093510246
ENSG00000163958	0.534343884	1.067745872	3.021625758	0.353368007	0.723812567	NA
ENSG00000163960	16.66613286	1.899214413	0.802188927	2.367540052	0.017906782	0.104803258
ENSG00000163961	35.77623247	0.256623006	0.451729356	0.568090168	0.569973743	0.78777092
ENSG00000163964	5.978695349	-1.795126865	0.9129195	-1.966358332	0.049257233	0.199405957
ENSG00000163993	3.28718797	2.299159591	1.108269287	2.074549587	0.038028298	0.170763736
ENSG00000164008	18.8758495	-0.432338279	0.497639274	-0.868778454	0.38496832	0.652659615
ENSG00000164010	2.521455018	1.248641805	0.775425971	1.610265648	0.107339875	0.321860187
ENSG00000164022	23.42386514	-0.368574114	0.713600036	-0.516499574	0.605505537	0.806982765
ENSG00000164024	22.69604093	-0.001034295	0.641138088	-0.001613218	0.998712839	0.999153967
ENSG00000164031	26.92882182	-0.227061597	0.581376741	-0.390558446	0.696123646	0.863719561
ENSG00000164032	336.492335	-0.458981051	0.275758234	-1.664432808	0.096025968	0.302712343
ENSG00000164035	16.4535002	1.446281251	0.725188451	1.994352293	0.046113568	0.191376249
ENSG00000164037	1.671528292	-1.818455368	2.822809863	-0.644200444	0.519445463	0.751576371
ENSG00000164038	0.440204189	-1.364807971	3.000834154	-0.45480953	0.649246274	NA
ENSG00000164039	5.303116034	-3.326463249	1.386641244	-2.398935748	0.0164428	0.098201559
ENSG00000164040	0.319832582	1.188992299	2.214566479	0.536896187	0.591339325	NA
ENSG00000164047	1.0497219	4.041412493	2.8245092	1.430837079	0.152476914	NA
ENSG00000164048	0.4954807	-2.032690595	2.993111912	-0.679122818	0.497060046	NA
ENSG00000164051	1.494780886	-1.989044036	1.667763871	-1.192641279	0.233009892	0.502157379
ENSG00000164053	0.222506008	1.565155774	3.040637354	0.514745954	0.606730557	NA
ENSG00000164054	56.25850528	-0.29582181	0.254335104	-1.163118286	0.244781514	0.515389383
ENSG00000164056	0.549765512	2.341625024	3.015579098	0.776509237	0.437448369	NA
ENSG00000164062	43.59575134	-0.721506697	1.105922209	-0.652402756	0.514141387	0.748501498
ENSG00000164066	0.868956774	2.943950631	1.877096242	1.568353591	0.116798636	NA
ENSG00000164068	2.964813891	-0.040923865	1.302692924	-0.031414821	0.974938722	0.990018473
ENSG00000164070	1.718276635	4.739680273	1.863862986	2.542933847	0.010992604	0.073337991
ENSG00000164073	0.970354327	3.926525932	2.379022761	1.650478505	0.098845106	NA
ENSG00000164074	11.10866616	1.00695299	0.886345698	1.13607252	0.255926215	0.526735917
ENSG00000164077	1.134039108	-3.229392809	2.373144714	-1.360807367	0.173574573	NA
ENSG00000164080	1.722555059	3.997130885	1.593866546	2.507820303	0.012147843	0.079236469
ENSG00000164081	14.6080649	-1.07430971	0.49884538	-2.153592582	0.031272137	0.15022564
ENSG00000164086	0.58043247	-1.802346264	2.30833551	-0.780799089	0.43492067	NA
ENSG00000164087	0.658457393	0.681848264	2.996288484	0.227564291	0.819984983	NA
ENSG00000164088	11.23574631	0.819599994	1.467952452	0.558328706	0.576619946	0.791901881
ENSG00000164091	5.201512872	0.935667592	1.067268909	0.876693385	0.380653201	0.647768219
ENSG00000164096	519.1184224	-0.5031005	0.16112258	-3.122470485	0.001793401	0.019540353
ENSG00000164100	0.57009579	3.132263255	3.011459288	1.04011476	0.298286587	NA
ENSG00000164104	111.0668718	-0.359681216	0.243905528	-1.47467431	0.140300126	0.378421894
ENSG00000164105	1.35054194	0.340898766	2.299787397	0.148230557	0.882160817	0.955354528
ENSG00000164106	0.667708423	3.337966792	3.005285468	1.110698743	0.266698043	NA
ENSG00000164109	1.307525329	-0.341740121	2.215778159	-0.154230296	0.877428155	0.952132127
ENSG00000164111	250.659122	-0.067374456	0.410022095	-0.164319087	0.869479957	0.948778925
ENSG00000164114	2.244600771	-1.284466019	1.514943262	-0.847864109	0.396513655	0.663051627
ENSG00000164116	243.0922827	0.393448711	0.363961875	1.081016279	0.279689872	0.554300005
ENSG00000164117	12.21685384	-0.303948409	1.000234273	-0.303877219	0.761221434	0.897535944
ENSG00000164118	92.84669586	1.282952954	0.334536763	3.83501335	0.000125557	0.002689245
ENSG00000164120	97.38857755	-0.49793006	0.57006067	-0.873468538	0.382407748	0.649899493
ENSG00000164123	0.521491634	3.043375872	3.013910273	1.009776535	0.312602365	NA
ENSG00000164124	0.190916221	-0.17195831	3.033377768	-0.056688722	0.954793158	NA
ENSG00000164125	0.251944305	-1.022582395	3.019651207	-0.338642553	0.734879022	NA
ENSG00000164134	42.91500734	0.878810619	0.864386146	1.016687534	0.309302098	0.583033981
ENSG00000164136	1.296641358	2.69463563	1.363834707	1.975778748	0.048179841	0.19706969
ENSG00000164144	6.825785248	0.800526143	1.15703184	0.691879096	0.489013259	0.731517547
ENSG00000164151	2.658707344	5.351482435	2.165759389	2.470949664	0.013475478	0.085316447
ENSG00000164162	3.366057171	-2.555684659	1.642382862	-1.55608337	0.119688269	0.344077095
ENSG00000164163	19.69599349	-2.709064937	0.892258406	-3.036188751	0.002395893	0.02441709
ENSG00000164164	5.63033372	-3.396338084	1.666937761	-2.037471443	0.041602821	0.179669023
